session_uuid,scene_id,patient_id,is_scene_aborted,scene_type,is_a_one_triage_file,patient_count,last_tag,max_salt,predicted_tag,is_tag_correct
716087c9-37c5-43b8-93ab-18339caefcd2,0,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
71197277-ba36-4a82-9ae0-0016e7756665,1,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
5325cdbf-d627-4aba-b5b4-9a62240d599f,0,Lily_7 Root,False,Triage,True,1,,DEAD,black,False
705ac61e-38b7-4b89-8778-4ea58bad18a6,0,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
54aaf31a-22bc-46f2-a810-8564161bf8d0,0,Bob_0 Root,False,Triage,True,1,,DEAD,black,False
6f1a94ad-99cb-49a6-86f8-145e6c090fae,0,Lily_7 Root,False,Triage,False,1,black,DEAD,black,True
72388f54-3a93-445e-b5fa-4a71640965fb,0,Lily_7 Root,False,Triage,True,1,black,DEAD,black,True
6e3a5d8b-12c4-4afd-9a2e-619eb5b72b23,0,Lily_7 Root,False,Triage,True,1,,DEAD,black,False
4f66ee10-3104-44ec-8d31-9e1c2b33f36d,0,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
724fdf45-3165-43b8-b9ca-dc07102d2886,16,Bob_0 Root,False,Triage,False,1,black,DEAD,black,True
79b80e8f-b8fe-40e0-86d2-9aa7edc2da59,1,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
48c426ae-e88c-49bd-8010-37dc7b042c95,0,Lily_7 Root,False,Triage,True,1,black,DEAD,black,True
79426650-c950-40ee-816e-decddddd22e9,1,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
48e95cfe-1dd7-4085-9662-c77827980bdd,2,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
788af03e-aeee-4d53-8c97-f0060df61932,1,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
77c15654-dbf5-46da-8e84-fe418cdf1c59,0,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
496ff2bf-605d-4654-b945-dc2b0aaea626,0,Bob_0 Root,False,Triage,False,1,black,DEAD,black,True
75b3227f-2f3c-4fe0-b9b8-9e0fe3baa210,0,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
724fdf45-3165-43b8-b9ca-dc07102d2886,14,Bob_0 Root,False,Triage,False,1,black,DEAD,black,True
4a219569-77fc-41c2-8244-42888b25fec3,0,Bob_0 Root,False,Triage,True,1,,DEAD,black,False
4a504e80-0232-4978-9a63-7e503e86c5e3,0,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
741e494b-63ff-4ea2-ad88-657f2276045d,1,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
7407aba4-aef4-4012-be6c-a237d225809d,1,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
4bac0722-bc76-4418-88f0-ccbbba469c5a,1,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
73df0a9b-795b-41e2-97a0-6079fb7ca739,0,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
4ca5febe-0a4b-4c77-bd3e-6632ae760df1,0,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
736e625b-bb07-452c-9302-b37bb27cbf43,1,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
4ce8ee9f-45ea-42a8-86df-0038c777f040,0,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
75865699-63f9-46de-9adc-6936ad7c7d46,1,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
7a1065f6-1a05-4d2b-bf14-73cafdb9ce4b,1,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
55dcba1c-2bfc-4028-984d-5c288c8b7265,0,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
6d21f440-1c45-4c53-ad64-4edb92a94e25,1,Bob_0 Root,False,Triage,True,1,,DEAD,black,False
5da6af4d-f3bc-4e05-9c5b-cb7d5aa68e7e,1,Bob_0 Root,False,Triage,True,1,,DEAD,black,False
66cc58aa-8f53-4d06-b129-879fb3b08239,0,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
63b272d4-ae7c-4cc3-8e5b-d474b09a44c2,1,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
5dce5abe-7ded-46e7-8d07-b2e2cd76ef55,1,Bob_0 Root,False,Triage,True,1,black,DEAD,black,True
