session_uuid,scene_id,environment_id,participant_id,participantId0,ParticipantID0,sim_id1,sim_id2,ST_Del_Text,AD_AttribGrp_Sim,Trust,ST_ConfFC_Text,Delegation,AD_Del_Text,MedExp,AD_AttribGrp_Text,ST_ConfFC_Omni_Text,PropTrust,ST_KDMA_Text,AD_KDMA_Text,ST_AttribGrp_Text,ST_Del_Omni_Text,MilitaryExp,AD_ConfFC_Omni_Text,MedRole,ST_AttribGrp_Sim,AD_ConfFC_Text,ST_KDMA_Sim,AD_Del_Omni_Text,AD_KDMA_Sim,teleport_count,voice_capture_count,total_distance_covered,injury_treatments_count,pulse_oximeter_count,average_time_between_engagement_or_teleportation,average_time_per_patient,tag_applied_count,tag_applied_expectant,pulse_taken_count,YrsMilExp
dfec642f-45c9-4813-91d8-3445d5ca763c,0,Urban,2024213,,2024213.0,"92290    fc676b00-9559-467d-adbb-696dd6e9fb08_
92291    fc676b00-9559-467d-adbb-696dd6e9fb08_
92292    fc676b00-9559-467d-adbb-696dd6e9fb08_
92293    fc676b00-9559-467d-adbb-696dd6e9fb08_
92294    fc676b00-9559-467d-adbb-696dd6e9fb08_
                         ...                  
97941    fc676b00-9559-467d-adbb-696dd6e9fb08_
97942    fc676b00-9559-467d-adbb-696dd6e9fb08_
97943    fc676b00-9559-467d-adbb-696dd6e9fb08_
97944    fc676b00-9559-467d-adbb-696dd6e9fb08_
97945    fc676b00-9559-467d-adbb-696dd6e9fb08_
Name: Sim1, Length: 5656, dtype: object","92290    dfec642f-45c9-4813-91d8-3445d5ca763c_
92291    dfec642f-45c9-4813-91d8-3445d5ca763c_
92292    dfec642f-45c9-4813-91d8-3445d5ca763c_
92293    dfec642f-45c9-4813-91d8-3445d5ca763c_
92294    dfec642f-45c9-4813-91d8-3445d5ca763c_
                         ...                  
97941    dfec642f-45c9-4813-91d8-3445d5ca763c_
97942    dfec642f-45c9-4813-91d8-3445d5ca763c_
97943    dfec642f-45c9-4813-91d8-3445d5ca763c_
97944    dfec642f-45c9-4813-91d8-3445d5ca763c_
97945    dfec642f-45c9-4813-91d8-3445d5ca763c_
Name: Sim2, Length: 5656, dtype: object",1.0,0.0,2.375,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.3988580810479957,0.41666666666666663,1.0,1.0,1.0,2.0,6.0,0.0,1.5,0.3148340667880816,1.0,0.41666666666666663,126,1,300.9647537057185,16,0,72798.0,61302.0,5,1,6,0.0
21f8cb5d-f5ac-4a01-9287-43df5f6751a1,0,Submarine,2024214,2024219.0,2024214.0,"12739    21f8cb5d-f5ac-4a01-9287-43df5f6751a1_
12740    21f8cb5d-f5ac-4a01-9287-43df5f6751a1_
12741    21f8cb5d-f5ac-4a01-9287-43df5f6751a1_
12742    21f8cb5d-f5ac-4a01-9287-43df5f6751a1_
12743    21f8cb5d-f5ac-4a01-9287-43df5f6751a1_
                         ...                  
14744    21f8cb5d-f5ac-4a01-9287-43df5f6751a1_
14745    21f8cb5d-f5ac-4a01-9287-43df5f6751a1_
14746    21f8cb5d-f5ac-4a01-9287-43df5f6751a1_
14747    21f8cb5d-f5ac-4a01-9287-43df5f6751a1_
14748    21f8cb5d-f5ac-4a01-9287-43df5f6751a1_
Name: Sim1, Length: 2010, dtype: object","12739    5d94f0d4-a1b1-4d18-8a62-591e196006a9_
12740    5d94f0d4-a1b1-4d18-8a62-591e196006a9_
12741    5d94f0d4-a1b1-4d18-8a62-591e196006a9_
12742    5d94f0d4-a1b1-4d18-8a62-591e196006a9_
12743    5d94f0d4-a1b1-4d18-8a62-591e196006a9_
                         ...                  
14744    5d94f0d4-a1b1-4d18-8a62-591e196006a9_
14745    5d94f0d4-a1b1-4d18-8a62-591e196006a9_
14746    5d94f0d4-a1b1-4d18-8a62-591e196006a9_
14747    5d94f0d4-a1b1-4d18-8a62-591e196006a9_
14748    5d94f0d4-a1b1-4d18-8a62-591e196006a9_
Name: Sim2, Length: 2010, dtype: object",,1.0,,,,,,0.0,,,0.46544164292067,0.3666666666666667,1.0,,,,1.0,0.0,,0.3452432254047384,,0.8,109,66,20.5901482863664,10,0,87143.0,21785.75,2,0,4,
5d94f0d4-a1b1-4d18-8a62-591e196006a9,0,Jungle,2024214,2024219.0,2024214.0,"33581    21f8cb5d-f5ac-4a01-9287-43df5f6751a1_
33582    21f8cb5d-f5ac-4a01-9287-43df5f6751a1_
33583    21f8cb5d-f5ac-4a01-9287-43df5f6751a1_
33584    21f8cb5d-f5ac-4a01-9287-43df5f6751a1_
33585    21f8cb5d-f5ac-4a01-9287-43df5f6751a1_
                         ...                  
35032    21f8cb5d-f5ac-4a01-9287-43df5f6751a1_
35033    21f8cb5d-f5ac-4a01-9287-43df5f6751a1_
35034    21f8cb5d-f5ac-4a01-9287-43df5f6751a1_
35035    21f8cb5d-f5ac-4a01-9287-43df5f6751a1_
35036    21f8cb5d-f5ac-4a01-9287-43df5f6751a1_
Name: Sim1, Length: 1456, dtype: object","33581    5d94f0d4-a1b1-4d18-8a62-591e196006a9_
33582    5d94f0d4-a1b1-4d18-8a62-591e196006a9_
33583    5d94f0d4-a1b1-4d18-8a62-591e196006a9_
33584    5d94f0d4-a1b1-4d18-8a62-591e196006a9_
33585    5d94f0d4-a1b1-4d18-8a62-591e196006a9_
                         ...                  
35032    5d94f0d4-a1b1-4d18-8a62-591e196006a9_
35033    5d94f0d4-a1b1-4d18-8a62-591e196006a9_
35034    5d94f0d4-a1b1-4d18-8a62-591e196006a9_
35035    5d94f0d4-a1b1-4d18-8a62-591e196006a9_
35036    5d94f0d4-a1b1-4d18-8a62-591e196006a9_
Name: Sim2, Length: 1456, dtype: object",,1.0,,,,,,0.0,,,0.46544164292067,0.3666666666666667,1.0,,,,1.0,0.0,,0.3452432254047384,,0.8,71,61,10.322562978480445,4,0,11329.5,5664.75,1,1,7,
3cf14e31-f416-4c78-8a69-91bf0c685448,0,Jungle,2024216,2024215.0,2024216.0,"19076    3cf14e31-f416-4c78-8a69-91bf0c685448_
19077    3cf14e31-f416-4c78-8a69-91bf0c685448_
19078    3cf14e31-f416-4c78-8a69-91bf0c685448_
19079    3cf14e31-f416-4c78-8a69-91bf0c685448_
19080    3cf14e31-f416-4c78-8a69-91bf0c685448_
                         ...                  
21416    3cf14e31-f416-4c78-8a69-91bf0c685448_
21417    3cf14e31-f416-4c78-8a69-91bf0c685448_
21418    3cf14e31-f416-4c78-8a69-91bf0c685448_
21419    3cf14e31-f416-4c78-8a69-91bf0c685448_
21420    3cf14e31-f416-4c78-8a69-91bf0c685448_
Name: Sim1, Length: 2345, dtype: object","19076    a7ce6f7b-6466-4281-9496-92b640d9d04b_
19077    a7ce6f7b-6466-4281-9496-92b640d9d04b_
19078    a7ce6f7b-6466-4281-9496-92b640d9d04b_
19079    a7ce6f7b-6466-4281-9496-92b640d9d04b_
19080    a7ce6f7b-6466-4281-9496-92b640d9d04b_
                         ...                  
21416    a7ce6f7b-6466-4281-9496-92b640d9d04b_
21417    a7ce6f7b-6466-4281-9496-92b640d9d04b_
21418    a7ce6f7b-6466-4281-9496-92b640d9d04b_
21419    a7ce6f7b-6466-4281-9496-92b640d9d04b_
21420    a7ce6f7b-6466-4281-9496-92b640d9d04b_
Name: Sim2, Length: 2345, dtype: object",1.0,0.0,1.25,3.0,0.5,0.0,,1.0,,0.0,0.32015633492270523,0.625,0.0,,0.0,,,0.0,0.0,0.3448271122885589,,0.3666666666666667,33,64,52.58857921576302,10,1,53826.0,26913.0,3,1,12,
a7ce6f7b-6466-4281-9496-92b640d9d04b,0,Submarine,2024216,2024215.0,2024216.0,"59578    3cf14e31-f416-4c78-8a69-91bf0c685448_
59579    3cf14e31-f416-4c78-8a69-91bf0c685448_
59580    3cf14e31-f416-4c78-8a69-91bf0c685448_
59581    3cf14e31-f416-4c78-8a69-91bf0c685448_
59582    3cf14e31-f416-4c78-8a69-91bf0c685448_
                         ...                  
62844    3cf14e31-f416-4c78-8a69-91bf0c685448_
62845    3cf14e31-f416-4c78-8a69-91bf0c685448_
62846    3cf14e31-f416-4c78-8a69-91bf0c685448_
62847    3cf14e31-f416-4c78-8a69-91bf0c685448_
62848    3cf14e31-f416-4c78-8a69-91bf0c685448_
Name: Sim1, Length: 3271, dtype: object","59578    a7ce6f7b-6466-4281-9496-92b640d9d04b_
59579    a7ce6f7b-6466-4281-9496-92b640d9d04b_
59580    a7ce6f7b-6466-4281-9496-92b640d9d04b_
59581    a7ce6f7b-6466-4281-9496-92b640d9d04b_
59582    a7ce6f7b-6466-4281-9496-92b640d9d04b_
                         ...                  
62844    a7ce6f7b-6466-4281-9496-92b640d9d04b_
62845    a7ce6f7b-6466-4281-9496-92b640d9d04b_
62846    a7ce6f7b-6466-4281-9496-92b640d9d04b_
62847    a7ce6f7b-6466-4281-9496-92b640d9d04b_
62848    a7ce6f7b-6466-4281-9496-92b640d9d04b_
Name: Sim2, Length: 3271, dtype: object",1.0,0.0,1.25,3.0,0.5,0.0,,1.0,,0.0,0.32015633492270523,0.625,0.0,,0.0,,,0.0,0.0,0.3448271122885589,,0.3666666666666667,53,52,12.490500531755318,15,0,63675.0,47756.25,5,0,8,
287389c4-4c48-4483-87c0-6b363b57bde2,0,Jungle,2024217,2024220.0,2024217.0,"14822    287389c4-4c48-4483-87c0-6b363b57bde2_
14823    287389c4-4c48-4483-87c0-6b363b57bde2_
14824    287389c4-4c48-4483-87c0-6b363b57bde2_
14825    287389c4-4c48-4483-87c0-6b363b57bde2_
14826    287389c4-4c48-4483-87c0-6b363b57bde2_
                         ...                  
17626    287389c4-4c48-4483-87c0-6b363b57bde2_
17627    287389c4-4c48-4483-87c0-6b363b57bde2_
17628    287389c4-4c48-4483-87c0-6b363b57bde2_
17629    287389c4-4c48-4483-87c0-6b363b57bde2_
17630    287389c4-4c48-4483-87c0-6b363b57bde2_
Name: Sim1, Length: 2809, dtype: object","14822    50b15e40-9860-4574-8ab8-0bd960fe27de_
14823    50b15e40-9860-4574-8ab8-0bd960fe27de_
14824    50b15e40-9860-4574-8ab8-0bd960fe27de_
14825    50b15e40-9860-4574-8ab8-0bd960fe27de_
14826    50b15e40-9860-4574-8ab8-0bd960fe27de_
                         ...                  
17626    50b15e40-9860-4574-8ab8-0bd960fe27de_
17627    50b15e40-9860-4574-8ab8-0bd960fe27de_
17628    50b15e40-9860-4574-8ab8-0bd960fe27de_
17629    50b15e40-9860-4574-8ab8-0bd960fe27de_
17630    50b15e40-9860-4574-8ab8-0bd960fe27de_
Name: Sim2, Length: 2809, dtype: object",,1.0,,,,,,1.0,,,0.4301070971416191,0.4666666666666667,1.0,,,,3.0,0.0,,0.362896582026017,,0.5666666666666667,27,19,85.95358259014309,4,1,28334.5,14167.25,0,0,1,
50b15e40-9860-4574-8ab8-0bd960fe27de,0,Submarine,2024217,2024220.0,2024217.0,"26665    287389c4-4c48-4483-87c0-6b363b57bde2_
26666    287389c4-4c48-4483-87c0-6b363b57bde2_
26667    287389c4-4c48-4483-87c0-6b363b57bde2_
26668    287389c4-4c48-4483-87c0-6b363b57bde2_
26669    287389c4-4c48-4483-87c0-6b363b57bde2_
                         ...                  
29610    287389c4-4c48-4483-87c0-6b363b57bde2_
29611    287389c4-4c48-4483-87c0-6b363b57bde2_
29612    287389c4-4c48-4483-87c0-6b363b57bde2_
29613    287389c4-4c48-4483-87c0-6b363b57bde2_
29614    287389c4-4c48-4483-87c0-6b363b57bde2_
Name: Sim1, Length: 2950, dtype: object","26665    50b15e40-9860-4574-8ab8-0bd960fe27de_
26666    50b15e40-9860-4574-8ab8-0bd960fe27de_
26667    50b15e40-9860-4574-8ab8-0bd960fe27de_
26668    50b15e40-9860-4574-8ab8-0bd960fe27de_
26669    50b15e40-9860-4574-8ab8-0bd960fe27de_
                         ...                  
29610    50b15e40-9860-4574-8ab8-0bd960fe27de_
29611    50b15e40-9860-4574-8ab8-0bd960fe27de_
29612    50b15e40-9860-4574-8ab8-0bd960fe27de_
29613    50b15e40-9860-4574-8ab8-0bd960fe27de_
29614    50b15e40-9860-4574-8ab8-0bd960fe27de_
Name: Sim2, Length: 2950, dtype: object",,1.0,,,,,,1.0,,,0.4301070971416191,0.4666666666666667,1.0,,,,3.0,0.0,,0.362896582026017,,0.5666666666666667,80,35,64.77737906991739,9,1,40521.0,30390.75,4,1,4,
c6d3a90f-68c0-4948-bd96-537e80973605,0,Submarine,2024218,2024216.0,2024218.0,"73277    c6d3a90f-68c0-4948-bd96-537e80973605_
73278    c6d3a90f-68c0-4948-bd96-537e80973605_
73279    c6d3a90f-68c0-4948-bd96-537e80973605_
73280    c6d3a90f-68c0-4948-bd96-537e80973605_
73281    c6d3a90f-68c0-4948-bd96-537e80973605_
                         ...                  
77376    c6d3a90f-68c0-4948-bd96-537e80973605_
77377    c6d3a90f-68c0-4948-bd96-537e80973605_
77378    c6d3a90f-68c0-4948-bd96-537e80973605_
77379    c6d3a90f-68c0-4948-bd96-537e80973605_
77380    c6d3a90f-68c0-4948-bd96-537e80973605_
Name: Sim1, Length: 4104, dtype: object","73277    d13091cc-98e4-4aba-8d02-7eca8bd1a30c_
73278    d13091cc-98e4-4aba-8d02-7eca8bd1a30c_
73279    d13091cc-98e4-4aba-8d02-7eca8bd1a30c_
73280    d13091cc-98e4-4aba-8d02-7eca8bd1a30c_
73281    d13091cc-98e4-4aba-8d02-7eca8bd1a30c_
                         ...                  
77376    d13091cc-98e4-4aba-8d02-7eca8bd1a30c_
77377    d13091cc-98e4-4aba-8d02-7eca8bd1a30c_
77378    d13091cc-98e4-4aba-8d02-7eca8bd1a30c_
77379    d13091cc-98e4-4aba-8d02-7eca8bd1a30c_
77380    d13091cc-98e4-4aba-8d02-7eca8bd1a30c_
Name: Sim2, Length: 4104, dtype: object",1.0,0.0,2.5,1.5,1.0,1.0,0.0,1.0,3.0,1.0,0.3346221545905008,0.4666666666666667,0.0,1.0,0.0,3.0,6.0,1.0,2.5,0.37211571152488965,0.0,0.31666666666666665,77,31,39.91696294475444,18,3,82446.0,61834.5,4,0,17,
d13091cc-98e4-4aba-8d02-7eca8bd1a30c,0,Jungle,2024218,2024216.0,2024218.0,"86409    c6d3a90f-68c0-4948-bd96-537e80973605_
86410    c6d3a90f-68c0-4948-bd96-537e80973605_
86411    c6d3a90f-68c0-4948-bd96-537e80973605_
86412    c6d3a90f-68c0-4948-bd96-537e80973605_
86413    c6d3a90f-68c0-4948-bd96-537e80973605_
                         ...                  
88507    c6d3a90f-68c0-4948-bd96-537e80973605_
88508    c6d3a90f-68c0-4948-bd96-537e80973605_
88509    c6d3a90f-68c0-4948-bd96-537e80973605_
88510    c6d3a90f-68c0-4948-bd96-537e80973605_
88511    c6d3a90f-68c0-4948-bd96-537e80973605_
Name: Sim1, Length: 2103, dtype: object","86409    d13091cc-98e4-4aba-8d02-7eca8bd1a30c_
86410    d13091cc-98e4-4aba-8d02-7eca8bd1a30c_
86411    d13091cc-98e4-4aba-8d02-7eca8bd1a30c_
86412    d13091cc-98e4-4aba-8d02-7eca8bd1a30c_
86413    d13091cc-98e4-4aba-8d02-7eca8bd1a30c_
                         ...                  
88507    d13091cc-98e4-4aba-8d02-7eca8bd1a30c_
88508    d13091cc-98e4-4aba-8d02-7eca8bd1a30c_
88509    d13091cc-98e4-4aba-8d02-7eca8bd1a30c_
88510    d13091cc-98e4-4aba-8d02-7eca8bd1a30c_
88511    d13091cc-98e4-4aba-8d02-7eca8bd1a30c_
Name: Sim2, Length: 2103, dtype: object",1.0,0.0,2.5,1.5,1.0,1.0,0.0,1.0,3.0,1.0,0.3346221545905008,0.4666666666666667,0.0,1.0,0.0,3.0,6.0,1.0,2.5,0.37211571152488965,0.0,0.31666666666666665,65,13,57.74700626041928,9,3,21741.666666666668,16306.25,1,1,18,
1995e7ef-ef02-4fc1-b1ab-f137dbf69d48,0,Urban,2024219,2024217.0,2024219.0,"7645     1995e7ef-ef02-4fc1-b1ab-f137dbf69d48_
7646     1995e7ef-ef02-4fc1-b1ab-f137dbf69d48_
7647     1995e7ef-ef02-4fc1-b1ab-f137dbf69d48_
7648     1995e7ef-ef02-4fc1-b1ab-f137dbf69d48_
7649     1995e7ef-ef02-4fc1-b1ab-f137dbf69d48_
                         ...                  
12734    1995e7ef-ef02-4fc1-b1ab-f137dbf69d48_
12735    1995e7ef-ef02-4fc1-b1ab-f137dbf69d48_
12736    1995e7ef-ef02-4fc1-b1ab-f137dbf69d48_
12737    1995e7ef-ef02-4fc1-b1ab-f137dbf69d48_
12738    1995e7ef-ef02-4fc1-b1ab-f137dbf69d48_
Name: Sim1, Length: 5094, dtype: object","7645     6db9446c-2cd4-41b4-be8d-be5ccbbc6e05_
7646     6db9446c-2cd4-41b4-be8d-be5ccbbc6e05_
7647     6db9446c-2cd4-41b4-be8d-be5ccbbc6e05_
7648     6db9446c-2cd4-41b4-be8d-be5ccbbc6e05_
7649     6db9446c-2cd4-41b4-be8d-be5ccbbc6e05_
                         ...                  
12734    6db9446c-2cd4-41b4-be8d-be5ccbbc6e05_
12735    6db9446c-2cd4-41b4-be8d-be5ccbbc6e05_
12736    6db9446c-2cd4-41b4-be8d-be5ccbbc6e05_
12737    6db9446c-2cd4-41b4-be8d-be5ccbbc6e05_
12738    6db9446c-2cd4-41b4-be8d-be5ccbbc6e05_
Name: Sim2, Length: 5094, dtype: object",1.0,1.0,2.5,2.5,0.75,0.5,0.0,1.0,2.0,1.3333333333333333,0.3197499692969078,0.5166666666666666,0.0,1.0,1.0,2.0,6.0,1.0,1.5,0.3830046980936643,1.0,0.5,87,72,117.50409911346902,0,0,,0.0,0,0,2,0.0
6db9446c-2cd4-41b4-be8d-be5ccbbc6e05,0,Desert,2024219,2024217.0,2024219.0,"38572    1995e7ef-ef02-4fc1-b1ab-f137dbf69d48_
38573    1995e7ef-ef02-4fc1-b1ab-f137dbf69d48_
38574    1995e7ef-ef02-4fc1-b1ab-f137dbf69d48_
38575    1995e7ef-ef02-4fc1-b1ab-f137dbf69d48_
38576    1995e7ef-ef02-4fc1-b1ab-f137dbf69d48_
                         ...                  
40974    1995e7ef-ef02-4fc1-b1ab-f137dbf69d48_
40975    1995e7ef-ef02-4fc1-b1ab-f137dbf69d48_
40976    1995e7ef-ef02-4fc1-b1ab-f137dbf69d48_
40977    1995e7ef-ef02-4fc1-b1ab-f137dbf69d48_
40978    1995e7ef-ef02-4fc1-b1ab-f137dbf69d48_
Name: Sim1, Length: 2407, dtype: object","38572    6db9446c-2cd4-41b4-be8d-be5ccbbc6e05_
38573    6db9446c-2cd4-41b4-be8d-be5ccbbc6e05_
38574    6db9446c-2cd4-41b4-be8d-be5ccbbc6e05_
38575    6db9446c-2cd4-41b4-be8d-be5ccbbc6e05_
38576    6db9446c-2cd4-41b4-be8d-be5ccbbc6e05_
                         ...                  
40974    6db9446c-2cd4-41b4-be8d-be5ccbbc6e05_
40975    6db9446c-2cd4-41b4-be8d-be5ccbbc6e05_
40976    6db9446c-2cd4-41b4-be8d-be5ccbbc6e05_
40977    6db9446c-2cd4-41b4-be8d-be5ccbbc6e05_
40978    6db9446c-2cd4-41b4-be8d-be5ccbbc6e05_
Name: Sim2, Length: 2407, dtype: object",1.0,1.0,2.5,2.5,0.75,0.5,0.0,1.0,2.0,1.3333333333333333,0.3197499692969078,0.5166666666666666,0.0,1.0,1.0,2.0,6.0,1.0,1.5,0.3830046980936643,1.0,0.5,63,59,49.08621773196481,0,0,,0.0,0,0,0,0.0
45365e18-6e38-48e7-b4a2-6b448b209034,0,Urban,2024220,2024218.0,2024220.0,"21422    37a554ee-fc49-4730-819c-2d97727bb0b7_
21423    37a554ee-fc49-4730-819c-2d97727bb0b7_
21424    37a554ee-fc49-4730-819c-2d97727bb0b7_
21425    37a554ee-fc49-4730-819c-2d97727bb0b7_
21426    37a554ee-fc49-4730-819c-2d97727bb0b7_
                         ...                  
24302    37a554ee-fc49-4730-819c-2d97727bb0b7_
24303    37a554ee-fc49-4730-819c-2d97727bb0b7_
24304    37a554ee-fc49-4730-819c-2d97727bb0b7_
24305    37a554ee-fc49-4730-819c-2d97727bb0b7_
24306    37a554ee-fc49-4730-819c-2d97727bb0b7_
Name: Sim1, Length: 2885, dtype: object","21422    45365e18-6e38-48e7-b4a2-6b448b209034_
21423    45365e18-6e38-48e7-b4a2-6b448b209034_
21424    45365e18-6e38-48e7-b4a2-6b448b209034_
21425    45365e18-6e38-48e7-b4a2-6b448b209034_
21426    45365e18-6e38-48e7-b4a2-6b448b209034_
                         ...                  
24302    45365e18-6e38-48e7-b4a2-6b448b209034_
24303    45365e18-6e38-48e7-b4a2-6b448b209034_
24304    45365e18-6e38-48e7-b4a2-6b448b209034_
24305    45365e18-6e38-48e7-b4a2-6b448b209034_
24306    45365e18-6e38-48e7-b4a2-6b448b209034_
Name: Sim2, Length: 2885, dtype: object",1.0,0.0,2.625,2.0,1.0,1.0,0.0,1.0,2.0,0.3333333333333333,0.38093978629899966,0.5166666666666666,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.39512649633164787,1.0,0.4666666666666667,75,65,83.89287849925269,13,0,35437.0,28349.6,5,1,23,
6666ee6b-863b-49d1-8097-97e6aa4fb39d,0,Urban,2024221,2024221.0,2024221.0,"35038    6a76af00-56ef-408f-a445-6f5168e090a8_
35039    6a76af00-56ef-408f-a445-6f5168e090a8_
35040    6a76af00-56ef-408f-a445-6f5168e090a8_
35041    6a76af00-56ef-408f-a445-6f5168e090a8_
35042    6a76af00-56ef-408f-a445-6f5168e090a8_
                         ...                  
36942    6a76af00-56ef-408f-a445-6f5168e090a8_
36943    6a76af00-56ef-408f-a445-6f5168e090a8_
36944    6a76af00-56ef-408f-a445-6f5168e090a8_
36945    6a76af00-56ef-408f-a445-6f5168e090a8_
36946    6a76af00-56ef-408f-a445-6f5168e090a8_
Name: Sim1, Length: 1909, dtype: object","35038    6666ee6b-863b-49d1-8097-97e6aa4fb39d_
35039    6666ee6b-863b-49d1-8097-97e6aa4fb39d_
35040    6666ee6b-863b-49d1-8097-97e6aa4fb39d_
35041    6666ee6b-863b-49d1-8097-97e6aa4fb39d_
35042    6666ee6b-863b-49d1-8097-97e6aa4fb39d_
                         ...                  
36942    6666ee6b-863b-49d1-8097-97e6aa4fb39d_
36943    6666ee6b-863b-49d1-8097-97e6aa4fb39d_
36944    6666ee6b-863b-49d1-8097-97e6aa4fb39d_
36945    6666ee6b-863b-49d1-8097-97e6aa4fb39d_
36946    6666ee6b-863b-49d1-8097-97e6aa4fb39d_
Name: Sim2, Length: 1909, dtype: object",,0.0,,,,,,0.0,,,0.4315112364377821,0.41666666666666663,1.0,,,,0.0,1.0,,0.36819136852220924,,0.24166666666666667,32,20,35.413546128951175,0,0,,0.0,0,0,0,
c99de80f-15cc-45cb-aa64-5af0f2f118ca,0,Desert,2024222,2024222.0,2024222.0,"77383    4de6e23f-3c00-49d9-bbac-3a9febab4311_
77384    4de6e23f-3c00-49d9-bbac-3a9febab4311_
77385    4de6e23f-3c00-49d9-bbac-3a9febab4311_
77386    4de6e23f-3c00-49d9-bbac-3a9febab4311_
77387    4de6e23f-3c00-49d9-bbac-3a9febab4311_
                         ...                  
80506    4de6e23f-3c00-49d9-bbac-3a9febab4311_
80507    4de6e23f-3c00-49d9-bbac-3a9febab4311_
80508    4de6e23f-3c00-49d9-bbac-3a9febab4311_
80509    4de6e23f-3c00-49d9-bbac-3a9febab4311_
80510    4de6e23f-3c00-49d9-bbac-3a9febab4311_
Name: Sim1, Length: 3128, dtype: object","77383    c99de80f-15cc-45cb-aa64-5af0f2f118ca_
77384    c99de80f-15cc-45cb-aa64-5af0f2f118ca_
77385    c99de80f-15cc-45cb-aa64-5af0f2f118ca_
77386    c99de80f-15cc-45cb-aa64-5af0f2f118ca_
77387    c99de80f-15cc-45cb-aa64-5af0f2f118ca_
                         ...                  
80506    c99de80f-15cc-45cb-aa64-5af0f2f118ca_
80507    c99de80f-15cc-45cb-aa64-5af0f2f118ca_
80508    c99de80f-15cc-45cb-aa64-5af0f2f118ca_
80509    c99de80f-15cc-45cb-aa64-5af0f2f118ca_
80510    c99de80f-15cc-45cb-aa64-5af0f2f118ca_
Name: Sim2, Length: 3128, dtype: object",,1.0,,,,,,0.0,,,0.5298643792101461,0.3666666666666667,1.0,,,,1.0,1.0,,0.3912204526680083,,0.5333333333333333,55,41,115.16837673087181,4,1,47798.0,35848.5,3,0,7,
70eef02d-d2d0-458e-a8bb-f6511bf47a0c,0,Jungle,2024223,2024223.0,2024223.0,"43832    70eef02d-d2d0-458e-a8bb-f6511bf47a0c_
43833    70eef02d-d2d0-458e-a8bb-f6511bf47a0c_
43834    70eef02d-d2d0-458e-a8bb-f6511bf47a0c_
43835    70eef02d-d2d0-458e-a8bb-f6511bf47a0c_
43836    70eef02d-d2d0-458e-a8bb-f6511bf47a0c_
                         ...                  
46787    70eef02d-d2d0-458e-a8bb-f6511bf47a0c_
46788    70eef02d-d2d0-458e-a8bb-f6511bf47a0c_
46789    70eef02d-d2d0-458e-a8bb-f6511bf47a0c_
46790    70eef02d-d2d0-458e-a8bb-f6511bf47a0c_
46791    70eef02d-d2d0-458e-a8bb-f6511bf47a0c_
Name: Sim1, Length: 2960, dtype: object","43832    c9a8dc60-f61d-44bb-bcb5-6e2466f3c9a0_
43833    c9a8dc60-f61d-44bb-bcb5-6e2466f3c9a0_
43834    c9a8dc60-f61d-44bb-bcb5-6e2466f3c9a0_
43835    c9a8dc60-f61d-44bb-bcb5-6e2466f3c9a0_
43836    c9a8dc60-f61d-44bb-bcb5-6e2466f3c9a0_
                         ...                  
46787    c9a8dc60-f61d-44bb-bcb5-6e2466f3c9a0_
46788    c9a8dc60-f61d-44bb-bcb5-6e2466f3c9a0_
46789    c9a8dc60-f61d-44bb-bcb5-6e2466f3c9a0_
46790    c9a8dc60-f61d-44bb-bcb5-6e2466f3c9a0_
46791    c9a8dc60-f61d-44bb-bcb5-6e2466f3c9a0_
Name: Sim2, Length: 2960, dtype: object",,1.0,,,,,,1.0,,,0.292872306338855,0.475,0.0,,,,1.0,0.0,,0.3170891144747513,,0.5166666666666667,16,11,28.177103394268947,2,2,50863.0,25431.5,1,1,6,
