session_uuid,scene_id,sequence_length,sequence_entropy,sequence_turbulence,sequence_complexity
06574b6f-ab02-432c-9a65-7b031218a270,10,41,0.7750424413654126,31.26509918495833,0.4670888747070362
06574b6f-ab02-432c-9a65-7b031218a270,11,76,0.8730436104291044,68.55973766188234,0.5518092503628443
0667e56a-abe6-4097-9a56-33735f4855e2,0,78,0.7970844529105092,65.37848489163684,0.49576718040159834
0786a1df-d010-4b1b-a99a-e00df486d479,0,63,0.8336954612664685,54.940894609525074,0.566736748537679
09024025-1320-4891-aefa-a497744ed3e2,0,142,0.7157830325900914,105.65474962511311,0.43543418806597606
09024025-1320-4891-aefa-a497744ed3e2,1,1,0.0,1.0,0.0
090d0988-3f81-4603-87e2-477538a6750c,0,40,0.7019121464169414,28.80106182950539,0.39701198460208104
090d0988-3f81-4603-87e2-477538a6750c,1,152,0.5698203163555676,93.27818037584943,0.3306676433338172
0940a9be-3ff5-4739-b04b-a7605c1ffa2f,0,93,0.7965102596479433,82.79794020654963,0.5098092823535777
0950437e-94b0-45bf-8d11-dd446fd0e4a2,0,11,0.948450312207479,10.037183204463355,0.6040583993735086
09f30ce2-1507-4ef1-84f1-3dfb3e6d9b86,0,119,0.7495437669982125,93.13790101673243,0.4625259785230805
0b01cf49-87cc-4647-9f29-b8dff39dcd6c,0,76,0.8139709025762684,69.39660634064603,0.5244343010657189
0b1d6253-9c4f-43b7-8217-6f0e486aabe7,0,150,0.7691643968132487,117.26923398528184,0.47317088766662013
0b41cfdc-0891-4d1d-91ea-ac86fa54a34c,0,30,0.9170218835732348,28.1504694990699,0.5877048133451609
0b41cfdc-0891-4d1d-91ea-ac86fa54a34c,1,61,0.8602368327596274,55.47626494997604,0.5825025614184474
0b630a14-5acd-4e11-99df-8f59d804f807,0,12,0.871049064255153,10.938599455335856,0.5946071210216777
0b891add-e0c3-463d-948d-7f491f1d10ef,0,81,0.8544470899755457,75.7793167786902,0.5551036161360698
0b891add-e0c3-463d-948d-7f491f1d10ef,1,2,1.0,2.0,1.2011224087864498
0b891add-e0c3-463d-948d-7f491f1d10ef,2,22,0.7124431828639086,14.380280671835735,0.41754576065521126
0b891add-e0c3-463d-948d-7f491f1d10ef,3,12,0.9533522741071694,11.409390936137703,0.6280484335283265
0b891add-e0c3-463d-948d-7f491f1d10ef,4,44,0.8578247559292229,40.04570640562314,0.5950591523685973
0bfe46ef-6644-441e-a903-5445f2ee4fd5,0,101,0.8219391357819285,88.0024481965536,0.4803377069931156
0d3e0c62-db52-40f9-9ee8-7fc84a1dcbf2,0,110,0.7828623882630973,94.13785871286497,0.507188536921143
0dc94285-ba14-40aa-9745-76504502a5cc,0,21,0.8884762439978344,17.56045813069652,0.5269946793710425
0dc94285-ba14-40aa-9745-76504502a5cc,1,4,0.9463946303571862,3.584962500721156,0.7578238653847901
0dc94285-ba14-40aa-9745-76504502a5cc,2,101,0.7993995172902248,89.39877547954367,0.5044256606951508
0dc94285-ba14-40aa-9745-76504502a5cc,3,2,1.0,2.0,1.2011224087864498
0fa439d6-476c-49a5-b478-48e3454974e1,0,37,0.8875209291752132,32.8870785946064,0.5572232203155716
0fa439d6-476c-49a5-b478-48e3454974e1,1,82,0.856825666502202,74.27277719699052,0.5411198945093142
0fb12cf8-dcf5-4110-b090-3b3271e9add6,0,46,0.8420715637333223,40.81021546186835,0.5133897895124582
0fb12cf8-dcf5-4110-b090-3b3271e9add6,1,116,0.8177222792317193,102.79184682439757,0.5032612703056693
1044049f-c7e0-4a16-98d3-e3826b4b8bfc,0,112,0.6559622106821796,76.56635951270019,0.41811656634517275
1046b7d9-5848-41b5-9438-cf0dc4dc6cbe,0,83,0.8335638452606219,71.23463515215762,0.4912849669804341
1066671d-2a1d-4744-b66f-e4b48548701f,0,9,0.6223659728744495,6.343954401217361,0.37633160969685303
1344120d-5834-4bbf-8f60-383a8752b512,0,36,0.8684284239147831,31.67432774379754,0.5095239790745686
1344120d-5834-4bbf-8f60-383a8752b512,1,86,0.8494545386553634,76.63854746048015,0.5190903674404758
13839608-6085-4a88-a8f2-74af9fd06a05,0,48,0.8169490167086259,41.46741802667328,0.47289652291012874
13839608-6085-4a88-a8f2-74af9fd06a05,1,125,0.8191805701766613,107.0449591825063,0.4972392629108403
13862ebb-4616-4d09-a725-c34661b6fa9c,0,35,0.9448743751344537,32.94241877938287,0.5896483649982657
13862ebb-4616-4d09-a725-c34661b6fa9c,1,94,0.8585127062154103,85.9893403438183,0.5298339625417192
14678e1f-aa1c-4a67-a31f-65dd3e2238ca,0,112,0.8055110619190333,97.11189612595189,0.4989720321841226
14678e1f-aa1c-4a67-a31f-65dd3e2238ca,1,2,0.0,2.584962500721156,0.0
14a344df-eee2-4fd1-b182-e3cdacd9026c,0,35,0.9283563850591459,32.73546927471933,0.5941329615501187
14a344df-eee2-4fd1-b182-e3cdacd9026c,1,74,0.8887161296604218,67.3835957264039,0.5555655870362423
14f8e67c-bdc3-4c9c-9603-70cd51eb2367,0,45,0.8989269873827699,40.91169691413606,0.5460781348988157
14f8e67c-bdc3-4c9c-9603-70cd51eb2367,1,132,0.734073077335664,103.13400081597108,0.44041078002697737
1507bc88-8d4c-4c1c-9291-210f790c96e3,0,89,0.698223446342792,73.20991207909594,0.44493511640712075
1563e213-aaa4-4b79-84a1-8f917ea9f7a9,0,139,0.7822261220594348,117.46578071860372,0.44531749273519117
158e6365-673b-4030-8b36-6704be5996a2,0,2,1.0,2.0,1.2011224087864498
15bb887b-b5ae-49a5-8a23-f2ac7808f11f,0,70,0.852745902684239,64.1613409856109,0.523278082917631
15bb887b-b5ae-49a5-8a23-f2ac7808f11f,1,2,0.0,2.584962500721156,0.0
16359508-f91b-4f85-baeb-dade7d574a61,0,46,0.9185742256658905,42.070782954044866,0.5284881942510445
16359508-f91b-4f85-baeb-dade7d574a61,1,86,0.7995954197080738,74.48432382924538,0.5088415278959973
16373b36-886a-4d0d-9015-474d29d139cc,0,132,0.7784163497252364,111.60028304362379,0.4890072383237728
16373b36-886a-4d0d-9015-474d29d139cc,1,1,0.0,1.0,0.0
1663640c-5a60-4fa6-8bf4-249f41a693a5,0,40,0.8755992862566945,37.19988583467957,0.5455322843749101
1663640c-5a60-4fa6-8bf4-249f41a693a5,1,91,0.7817113749882165,77.52341682126301,0.49464764065399464
17962d45-8e90-4b50-86e7-77451042aac8,0,122,0.8488570679365967,104.40048411966526,0.4855309735077657
17b80e0f-9afe-497f-b3a3-0549c14a4ba9,0,94,0.8290830461413203,80.95191558315912,0.51737886692376
1813599d-cfde-45f0-8555-428b57478ebb,0,80,0.8521889622448824,72.24643386594836,0.5349079029714308
18bfbc11-3c60-4c89-94cc-ac8fea028318,0,87,0.8341855374856759,77.48687507940842,0.5018866276826595
18bfbc11-3c60-4c89-94cc-ac8fea028318,1,1,0.0,1.0,0.0
18e1dec6-b780-4e77-a6b9-f608f2483e53,0,68,0.8486150762148736,64.3555947294211,0.5542217237941844
18e1dec6-b780-4e77-a6b9-f608f2483e53,1,1,0.0,1.0,0.0
1cfebb9a-6000-4742-81be-6103ebe168bc,0,48,0.8529000406305144,41.42653402790034,0.4997375723757707
1cfebb9a-6000-4742-81be-6103ebe168bc,1,105,0.8299047936231272,93.70687219189269,0.5099437580352698
1df10bfd-0f85-42ff-a873-36dfe05df77b,0,2,1.0,2.0,1.2011224087864498
1df10bfd-0f85-42ff-a873-36dfe05df77b,1,33,0.9267549632697796,30.546773709066372,0.582748962323774
1df10bfd-0f85-42ff-a873-36dfe05df77b,2,93,0.8060471986626413,79.72334829603808,0.4924658273318544
1e7d274d-f393-4888-9f28-4de53b0260e3,0,31,0.9321915923709774,28.955124510368044,0.5804482840826036
1e7d274d-f393-4888-9f28-4de53b0260e3,1,7,0.9165164431996022,6.122856747785533,0.6161513257083484
1e7d274d-f393-4888-9f28-4de53b0260e3,2,65,0.8912053359787436,58.07946223019939,0.5553619813713478
1fb559e8-15c6-463a-bda8-79ca0bfc330f,0,29,0.9260767887830437,27.025180037232026,0.5753538175036391
1fb559e8-15c6-463a-bda8-79ca0bfc330f,1,80,0.8568660408080544,68.2763564686787,0.5165993079573145
20168f93-040c-4290-aa7e-2b197825c9de,0,39,0.8920707236058786,35.08854765261919,0.5328337656333502
20168f93-040c-4290-aa7e-2b197825c9de,1,69,0.8416039596374425,62.592136940606125,0.5328017807610298
206da802-d38f-4f3a-98e3-44f99481479d,0,45,0.8190667041144466,38.55163516171415,0.5286514676879972
206da802-d38f-4f3a-98e3-44f99481479d,1,109,0.7484279462162416,89.83067977883105,0.4838274714859341
20e5782a-d6f7-4361-a590-7e710c176765,0,82,0.8676758303353621,74.97759223745108,0.5368109777775627
2107820d-d55c-40bb-bb90-6b10c227664c,0,39,0.9084332840896334,35.62384096791672,0.5372300647449973
2107820d-d55c-40bb-bb90-6b10c227664c,1,79,0.8468841478128941,72.66322970849797,0.5250222266284884
2107820d-d55c-40bb-bb90-6b10c227664c,2,1,0.0,1.0,0.0
21526c63-79bb-4c7b-87c2-9e7525d8515f,0,62,0.8277299127697031,54.94565773912937,0.555683095961589
21577c78-0085-4962-a363-b88526e3c212,0,71,0.8450623420836555,63.346492996501,0.5403737519592982
21b0f09b-03b4-4af8-ac65-11ab1e5458d8,0,48,0.8704508836212056,43.298415009475555,0.5391386547363016
21b0f09b-03b4-4af8-ac65-11ab1e5458d8,1,106,0.8291547793689079,91.94407423239407,0.4803114479523563
2270eaba-f9b5-4f96-8a5e-b69276846474,0,132,0.7156933343710393,100.04389786758831,0.41411417887423685
2270eaba-f9b5-4f96-8a5e-b69276846474,1,1,0.0,1.0,0.0
22e2c9a3-b93f-4f7f-896a-ca188c78505b,0,100,0.8809379799880837,88.11720336798521,0.5516287466986846
2310f107-d9d2-418e-a2d7-dd7a17924544,0,2,1.0,2.0,1.2011224087864498
24205a11-9e21-44b7-a565-985454c90776,0,61,0.8115180798809704,50.90522825035338,0.549204757519171
251a4532-ff1f-4182-91ce-4215786a339a,0,72,0.8514085141147063,64.48481101534075,0.5067869946958455
25309ebf-8ca2-4678-af43-2d4030eb1c5d,0,43,0.9152752419827817,39.97675094689762,0.537601933601244
25309ebf-8ca2-4678-af43-2d4030eb1c5d,1,85,0.8605926404819538,78.00548058620537,0.5431772282877313
25de35e0-354f-4785-9738-31c44e37fcbc,0,80,0.810429111069525,72.95526663521198,0.5375736235512861
26cf9b5b-3395-49f1-a3e5-7fefd22b3a6b,0,93,0.8068777971534681,80.81185730902266,0.5005922297117997
26cf9b5b-3395-49f1-a3e5-7fefd22b3a6b,1,1,0.0,1.0,0.0
26f08763-076e-4531-a6f7-f00232f664bd,0,90,0.8514136388122125,77.35404549529687,0.4885689780013359
2703ca93-175b-4351-b0be-c67e23438d8f,0,79,0.7823258437609807,65.41158226463133,0.5276843700808312
274ce308-c366-4829-b9cc-d535b51d16d3,0,9,0.9359446974458661,8.357552004618084,0.6760662662196851
27c2fa44-ba05-417c-ae95-317b06870dc9,0,138,0.7211850370284352,112.59392344589664,0.4392255542938509
2930a371-1187-4b98-adfc-19e095637e48,0,15,0.9642388260732415,13.761729353938733,0.6133123196434995
2930a371-1187-4b98-adfc-19e095637e48,1,18,0.8921897980015179,15.519135196774004,0.6144786415572414
2930a371-1187-4b98-adfc-19e095637e48,2,129,0.7922169900665536,111.46406807352918,0.5234297401564846
2a5106e4-984c-42a7-9edd-2fb3e6325d10,0,18,0.8675499079744405,15.311422602079832,0.5609859763148712
2a5106e4-984c-42a7-9edd-2fb3e6325d10,1,43,0.7895183082449234,37.56605828696312,0.5293756324399876
2aeb2057-cbe2-494c-98a5-fc2bdbef1355,0,33,0.8680218523291441,29.891115146935572,0.5555499596259024
2aeb2057-cbe2-494c-98a5-fc2bdbef1355,1,107,0.7857632137491554,90.90794968593589,0.4868110668983239
2afd4e87-ac2a-4738-9e46-3b19d3385a32,0,34,0.8851419943269863,32.27175613956582,0.5601066550646351
2afd4e87-ac2a-4738-9e46-3b19d3385a32,1,15,0.9221768425018112,14.256328316481367,0.5742515904341524
2bc11b9d-374b-4ab7-9d87-967931962fe8,0,28,0.9027564557940717,26.50815068728368,0.6021088179756966
2bc11b9d-374b-4ab7-9d87-967931962fe8,1,66,0.8463418347627011,59.07820902839958,0.5611967108870864
2be0000b-9e0b-414f-a540-c495ffc28404,0,38,0.9167664920199269,32.136462870176366,0.5672010522331585
2c981992-899d-46b1-b92c-d086e21118db,0,96,0.7931024846214432,81.98222826850207,0.49523262046918787
2d26ca7b-1dbb-42e4-9bbf-bf0d131e2e06,0,101,0.8329892938388775,82.67946510497913,0.5103617449761217
2d511693-6144-45ee-89df-aba0ca629c84,0,42,0.9031371849065706,38.394710556406814,0.5403622417126345
2d511693-6144-45ee-89df-aba0ca629c84,1,73,0.8906912771855191,67.6697849345286,0.5790804776090491
2d920452-cfa3-41f4-95de-36b62a023900,0,31,0.8930923452897838,29.061375988599814,0.5685251954174846
2d920452-cfa3-41f4-95de-36b62a023900,1,65,0.8213999866175975,59.79295070236097,0.5685825293844607
2dd0d21c-1633-47de-848a-317df7ea3180,0,7,0.5916727785823274,6.266786540694901,0.5334177173315854
2df4352b-22b9-4a9f-9c2c-6031978251e1,0,36,0.8904643508616901,32.41247207054801,0.5546999666182174
2df4352b-22b9-4a9f-9c2c-6031978251e1,1,92,0.8094476276968329,77.83778821945886,0.4823644802886974
2e8678fd-fdc4-40c2-8122-09f1e31b8d2a,0,62,0.8478471123022832,56.38880536611816,0.5359106559555263
2faaa766-35d7-4fff-910c-f7b044bb913b,0,12,0.871049064255153,10.499454819063013,0.6306760911243576
2faaa766-35d7-4fff-910c-f7b044bb913b,1,48,0.6533098931302151,35.589060800166074,0.43916849673380387
30479d0b-79c8-4672-84c2-5bce9ec0972b,0,8,0.9671320180863541,7.614709844115208,0.7346881355867585
30479d0b-79c8-4672-84c2-5bce9ec0972b,1,14,0.9081585800092571,13.189824558880018,0.6563543992567222
30a49dd8-c08a-4994-a622-57647670b5bb,0,27,0.9323799274657195,24.73475750243437,0.5853468421433096
30a49dd8-c08a-4994-a622-57647670b5bb,1,61,0.8331552959503484,53.80017037012061,0.5491165234566241
30d6a023-e0a3-4678-9ef2-6011964d225a,0,39,0.8902378157132498,36.084108031581,0.5406136769177583
30d6a023-e0a3-4678-9ef2-6011964d225a,1,83,0.7869156995419901,74.92444025142346,0.5154030161408792
313259a4-162f-44f6-8479-92e4554a1464,0,44,0.8857167437590071,38.82045748183018,0.5230161872170441
313259a4-162f-44f6-8479-92e4554a1464,1,111,0.843311063586147,95.44855307101034,0.4969155723635552
3165ffa6-6516-412b-a9c0-52bdecfa75e1,0,154,0.6938452338269965,105.67845714197163,0.3866524827806346
31d9c549-d016-4e44-8262-1d51b7adde29,0,95,0.8022249425398974,80.50673372077271,0.5026876575985376
321db911-0ed9-421a-9219-bb02038ac660,0,148,0.7272545252237481,115.70918375240959,0.43718487258083144
321db911-0ed9-421a-9219-bb02038ac660,1,2,1.0,2.0,1.2011224087864498
3228f729-d512-431a-bb96-d6f9aacb5d00,0,3,1.0,3.0,0.9540645820000013
3228f729-d512-431a-bb96-d6f9aacb5d00,1,30,0.9401863434685576,28.596423981944227,0.6278836029298611
3228f729-d512-431a-bb96-d6f9aacb5d00,2,79,0.8080713730288789,70.39652477954608,0.5165501682074285
3228f729-d512-431a-bb96-d6f9aacb5d00,3,1,0.0,1.0,0.0
331f875e-eba1-4033-a502-6a888aee4e9c,0,90,0.8681054904299154,80.51916967958186,0.5056989676643772
331f875e-eba1-4033-a502-6a888aee4e9c,1,1,0.0,1.0,0.0
33b51683-fa6a-4dd3-82e5-de08bcc17c14,0,98,0.7337118375316153,81.03239637135742,0.46914430942352375
33e7d6b6-2868-42e6-8967-d6890efb87a7,0,26,0.9362524292006281,25.245310135360047,0.6122333590594733
33e7d6b6-2868-42e6-8967-d6890efb87a7,1,83,0.8635694786791754,76.67696866730384,0.5364499640193426
33f3d2d4-49b4-43cf-80d4-cd7d5993aca4,0,44,0.8082114161914031,37.041482550245206,0.4763584251049443
33f3d2d4-49b4-43cf-80d4-cd7d5993aca4,1,77,0.862324606796034,68.16492442969552,0.5328305445222585
3435501b-192a-457f-9763-7985f7975784,0,34,0.8693906545942025,30.479976314202933,0.5583415703228013
3435501b-192a-457f-9763-7985f7975784,1,76,0.8607980221578525,70.52513253847603,0.5577782444830417
3459b742-650d-4c82-bb7b-db84a843cc66,0,42,0.8390673558315437,37.38494941033395,0.49749689821523513
3459b742-650d-4c82-bb7b-db84a843cc66,1,82,0.8374874079110817,74.4858642840892,0.5319196702597607
3459b742-650d-4c82-bb7b-db84a843cc66,2,1,0.0,1.0,0.0
34bef815-47b3-4977-91f7-3bb68803387a,0,31,0.9230840169714367,28.963914721697705,0.5916880096102433
34bef815-47b3-4977-91f7-3bb68803387a,1,80,0.8321265824138964,70.46715754066781,0.5536186465652405
36ebe99c-dcda-4677-945c-cb05f312d61c,0,59,0.8853519930090012,52.72912456334468,0.49995306552138097
36ebe99c-dcda-4677-945c-cb05f312d61c,1,99,0.8376023450467599,87.66231598603778,0.5065378114624598
37daf3d7-4288-4954-a0bd-ca6872cf1e82,0,44,0.8764788884137112,40.02538809346095,0.5199314784429576
37daf3d7-4288-4954-a0bd-ca6872cf1e82,1,144,0.7885070285099862,114.40664039740679,0.447863809489998
37db3752-51c8-463f-94a5-2196b6854cf6,0,46,0.7370338504469998,34.30576830121062,0.445062859159953
37db3752-51c8-463f-94a5-2196b6854cf6,1,71,0.8712883367979143,63.440310706703684,0.5501968497314366
37ed31fb-6f8a-4cc0-b80e-ac4138e42405,0,41,0.9210598211150012,36.55245885755606,0.5629318061467227
37ed31fb-6f8a-4cc0-b80e-ac4138e42405,1,112,0.7682860703706049,83.26165107370392,0.436472465895492
3817ac9f-7150-46de-80aa-1b376f6c8a62,0,41,0.884444124803393,38.07016880455383,0.5346516927375333
384462fc-969c-42cd-944f-726634faba4f,0,26,0.8925772923579866,22.511646965694304,0.46591756774798987
3878e926-44dc-4ab4-af28-d4293f0d499b,0,33,0.870447964969735,28.52500361660887,0.47631725013488724
38b995b3-fb77-4fda-b0b4-21f062ed6a38,0,117,0.7871580959923596,93.12213865664083,0.4424645195688735
39f689fe-757c-4546-9ded-b695808be738,0,38,0.8529656372780376,33.66450472383259,0.5480468535328441
3bac8365-232a-4be0-a551-c5214b9f0706,0,48,0.8830073168590375,43.268618305877546,0.5070113032533937
3bac8365-232a-4be0-a551-c5214b9f0706,1,73,0.8372259322588658,64.72356006495299,0.534424014403006
3cc73a53-22fd-4ce9-8696-6308f544dea2,0,59,0.7964157756954632,46.47442294584921,0.45403786713995387
3ce991bc-a2d1-46fd-a3a4-d3611e946ed7,0,32,0.8790732286264344,29.39178300563049,0.6011370167689473
3ce991bc-a2d1-46fd-a3a4-d3611e946ed7,1,77,0.7991522171392266,66.31455598496126,0.5146525282839702
3e4e23e4-ce9e-44b7-9a1e-6e2923b33123,0,45,0.9135959608575747,40.535829710562524,0.5263936365683118
3e4e23e4-ce9e-44b7-9a1e-6e2923b33123,1,68,0.893176613380373,61.72953988726865,0.5529648290794295
3f142e7e-1e18-4341-947a-71f2e7f35aa2,0,36,0.919811791598556,34.23622264386508,0.5725996206474188
3f142e7e-1e18-4341-947a-71f2e7f35aa2,1,97,0.7915497922652438,78.89773692894299,0.47501018347624085
400b6351-6f35-4f5b-98a6-db100a2fefd8,0,31,0.9210588507980606,29.92801659594847,0.5881756475264193
400b6351-6f35-4f5b-98a6-db100a2fefd8,1,59,0.8639295921331229,53.94580773253177,0.5573077400273151
401ce554-b556-4a10-88bb-424ed5c22ea8,0,59,0.885030568597107,51.48476619791044,0.4750226750774623
401ce554-b556-4a10-88bb-424ed5c22ea8,1,123,0.8539340505501973,105.41791151900641,0.4885725835374853
40efaf29-70b3-435a-8847-bcd4235720be,0,57,0.8910735457705147,51.08194691929647,0.5198922244394626
40efaf29-70b3-435a-8847-bcd4235720be,1,105,0.8456428296939003,94.68375370653997,0.5207073877546825
41f05171-141a-4df6-9d89-334331310c9b,0,33,0.8552472064496056,28.636826311118174,0.5063136724954161
41f05171-141a-4df6-9d89-334331310c9b,1,52,0.8268328234518844,49.51740927866546,0.5933363070108665
4219eddf-b044-43ad-9e01-c0333fc428c5,0,129,0.7570712031937865,108.72817979976855,0.44825891643225524
4226ad6c-bb0a-4df0-8c4a-64c312927578,0,31,0.9230840169714367,28.88856342835288,0.5916880096102433
4226ad6c-bb0a-4df0-8c4a-64c312927578,1,68,0.8544703715625577,61.935390860925104,0.5701221210528701
43313faf-6031-4433-be70-d5d828f55cff,0,49,0.9048132215062409,44.30187107893085,0.5489229407235985
43313faf-6031-4433-be70-d5d828f55cff,1,80,0.7895821669262082,64.83722801356845,0.48313002417848794
433e6561-c9cd-48c8-91a8-0318e656996f,0,25,0.8714419835343409,21.70807175004592,0.5363833809737321
433e6561-c9cd-48c8-91a8-0318e656996f,1,100,0.8256526718968321,89.55244841550633,0.5274860586003587
43ce12a6-e8c6-446c-bc3a-1b8820b9490f,0,40,0.8307514918892175,33.717401354703036,0.4810941814068174
44458d4a-3cce-4907-85e3-3db1375ce6bb,0,86,0.7685875018488372,73.03929687063793,0.47498292955970517
44458d4a-3cce-4907-85e3-3db1375ce6bb,1,1,0.0,1.0,0.0
445ceb23-1514-4490-9aa6-f2fc55b5d28e,0,75,0.8512810080602429,68.52666475176895,0.5357611300499501
446f0cb1-dceb-40f4-8bba-db5c07f67571,0,4,1.0,4.0,0.8493218002880191
45118b95-412c-4a2d-9373-8f7da3428ca8,0,38,0.932129574045423,35.63738369741059,0.5422271274319734
45118b95-412c-4a2d-9373-8f7da3428ca8,1,83,0.8517080196730099,72.69179429276701,0.5212428146709589
46294fe1-e286-4772-8f71-3335a69a8dd2,0,48,0.7956300226067365,34.121274975116876,0.3958362204389315
46c273a6-b8be-46ea-96cd-72903780d43d,0,121,0.7303567207095737,94.88495428782966,0.46991727689770657
4727e60f-7e08-4595-b565-b6e80b7a8d87,0,80,0.7976730753643517,71.95734699304727,0.49483965512673805
47bb9911-6096-4703-8551-4a0f8cb1063a,0,33,0.9061747380048341,29.48480335794264,0.5546995700245904
47bb9911-6096-4703-8551-4a0f8cb1063a,1,71,0.8320005376503717,64.66170970962678,0.5312314156146365
48c426ae-e88c-49bd-8010-37dc7b042c95,0,94,0.8458469950054731,85.14719074366995,0.5439220020210372
48e95cfe-1dd7-4085-9662-c77827980bdd,0,39,0.8902749737469087,36.70463887992232,0.5654118536652479
48e95cfe-1dd7-4085-9662-c77827980bdd,1,2,1.0,2.0,1.2011224087864498
48e95cfe-1dd7-4085-9662-c77827980bdd,2,92,0.7666212849959485,77.11794393355255,0.4801414035005698
496ff2bf-605d-4654-b945-dc2b0aaea626,0,64,0.830045131711422,57.1245324117475,0.5315235678647916
496ff2bf-605d-4654-b945-dc2b0aaea626,1,2,0.0,2.584962500721156,0.0
4a219569-77fc-41c2-8244-42888b25fec3,0,26,0.905476697304037,24.809790890410742,0.6419503129848327
4a504e80-0232-4978-9a63-7e503e86c5e3,0,72,0.8532595944662535,66.22099030203336,0.5606774055204906
4bac0722-bc76-4418-88f0-ccbbba469c5a,0,48,0.8691441200768649,43.511210522608884,0.5484211144931772
4bac0722-bc76-4418-88f0-ccbbba469c5a,1,69,0.8805837917458822,62.78545239763349,0.5548214071120928
4ca5febe-0a4b-4c77-bd3e-6632ae760df1,0,110,0.8381358553545072,94.6703607604746,0.5372174487448909
4ce8ee9f-45ea-42a8-86df-0038c777f040,0,70,0.8363126115469891,61.75651176110851,0.5364518462507079
4f66ee10-3104-44ec-8d31-9e1c2b33f36d,0,46,0.8226468096201954,40.55612390948477,0.5635372175215055
50e4351a-3afd-43ff-a65f-f84eaab0d0fd,0,36,0.9433799996369879,34.290169092978466,0.599748531890143
50e4351a-3afd-43ff-a65f-f84eaab0d0fd,1,84,0.8186338838374586,75.08164136663116,0.5150993003700871
51f8d40c-9550-4ef1-a71c-e030c0a08f29,0,36,0.8767019592845016,32.13219535739369,0.5616724483321427
51f8d40c-9550-4ef1-a71c-e030c0a08f29,1,78,0.7902768161136657,61.08056490102497,0.4951283097874991
524d5418-62f4-4834-9f1e-47202c30e667,0,53,0.8608099712411296,41.098454304156725,0.4472943600950443
524d5418-62f4-4834-9f1e-47202c30e667,1,79,0.8690430686603012,72.45030069619258,0.531482028951075
5254234d-5334-44d0-a97b-d0e098c129a9,0,39,0.8272326503569719,33.98180770324394,0.5218762787763107
5254234d-5334-44d0-a97b-d0e098c129a9,1,16,0.8405940738665996,13.852625327247198,0.5191276661152061
52e2653e-2230-4d8a-929b-e2a12dcb56c4,0,27,0.8965100303996927,24.374180368575654,0.5875773128859922
52e2653e-2230-4d8a-929b-e2a12dcb56c4,1,102,0.8582420633948359,90.08129271112118,0.5131384222639761
