session_uuid,scene_id,last_still_engagement,actual_engagement_distance,ideal_engagement_distance,measure_of_ideal_ordering,distracted_engagement_distance,measure_of_distracted_ordering,measure_of_right_ordering,actual_ideal_delta,actual_distracted_delta,adherence_to_salt,has_patient_in_agony,patient_count,cluster_label
04882754-51a0-4e5b-9617-b200e3609116,0,30351.0,10.28092541189934,10.21648078111202,0.319325153003586,14.12797194923509,-0.22337853277319053,1.0,0.06444463078731921,-3.84704653733575,True,False,4.0,1
04882754-51a0-4e5b-9617-b200e3609116,1,144992.0,49.536682092417166,41.05643977031894,0.4383738366520673,29.856090780196208,-0.045303953076863746,0.6547094076247753,8.480242322098228,19.680591312220958,False,True,11.0,0
04acc8f2-1e64-47b2-9606-8d661f584aec,0,106443.0,7.89041116676375,7.89041116676375,1.0,10.57971051247829,-0.4597770167267581,1.0,0.0,-2.6892993457145398,True,False,4.0,1
04acc8f2-1e64-47b2-9606-8d661f584aec,1,147581.0,42.112471206634076,41.59928471971223,0.7081659073415693,33.75985516480924,0.1941675716108413,1.0,0.5131864869218461,8.352616041824838,True,True,11.0,0
054918a7-9634-40fe-8356-2ce0c9cc376f,0,222520.0,22.95560709626278,23.63637750556619,0.13989861119993463,17.014182674924076,-0.10689330251445872,,-0.6807704093034097,5.941424421338706,False,True,11.0,0
054918a7-9634-40fe-8356-2ce0c9cc376f,1,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
06303b89-128e-4bfb-9e6f-a843da3134f9,0,35443.0,9.6882917332358,9.230260049606805,0.9981136467150405,13.689622832228828,-0.46124463803751414,1.0,0.45803168362899527,-4.0013310989930275,True,False,4.0,1
06303b89-128e-4bfb-9e6f-a843da3134f9,1,126660.0,38.30604794655979,40.28125795355455,0.55126465699678,29.32207231653549,0.10716127582314539,0.6069795381907711,-1.9752100069947645,8.983975630024297,False,True,11.0,0
06574b6f-ab02-432c-9a65-7b031218a270,0,72998.0,10.338768059420635,10.338768059420635,1.0,15.536224439353877,-0.4671208358607375,1.0,0.0,-5.197456379933241,True,False,4.0,1
06574b6f-ab02-432c-9a65-7b031218a270,1,120588.0,40.17886535977198,42.151806505233246,0.7547013134014985,31.295157649984052,0.19664386421800295,1.0,-1.972941145461263,8.883707709787931,True,True,11.0,0
06574b6f-ab02-432c-9a65-7b031218a270,2,238954.0,11.994021059516617,7.5431821460952895,-0.4921412400913536,9.05960991712037,-0.49892062736869414,-0.4921412400913536,4.450838913421328,2.9344111423962467,False,False,4.0,1
06574b6f-ab02-432c-9a65-7b031218a270,3,,0.0,0.0,,0.0,,,0.0,0.0,False,False,4.0,1
06574b6f-ab02-432c-9a65-7b031218a270,4,63905.0,34.25345807067847,41.544918365778756,0.4443081595665933,32.000526222643906,0.10363603242126007,0.7312010101939697,-7.291460295100286,2.2529318480345637,False,True,11.0,0
06574b6f-ab02-432c-9a65-7b031218a270,5,211566.0,10.417360641008202,10.417360641008202,1.0,15.711395648486304,-0.368171879004755,1.0,0.0,-5.294035007478103,True,False,4.0,1
06574b6f-ab02-432c-9a65-7b031218a270,6,71063.0,44.71728332655404,41.45795805608425,0.6766950205856007,30.95985902352295,0.3024231451754482,1.0,3.2593252704697875,13.75742430303109,True,True,11.0,0
06574b6f-ab02-432c-9a65-7b031218a270,7,,0.0,0.0,,0.0,,,0.0,0.0,False,True,11.0,1
06574b6f-ab02-432c-9a65-7b031218a270,8,62686.0,14.94619100792702,9.275940414296032,0.004560056935348111,14.26578322221975,-0.49780384839327274,0.004560056935348111,5.670250593630987,0.6804077857072706,False,False,4.0,1
06574b6f-ab02-432c-9a65-7b031218a270,9,82667.0,38.33022116838715,39.158848403615906,0.09213422244728264,28.657171835020904,-0.09852756940188523,0.5275078766561875,-0.8286272352287583,9.673049333366244,False,True,11.0,0
06574b6f-ab02-432c-9a65-7b031218a270,10,69353.0,16.309887206342264,8.809249141491662,-0.08519446505948647,13.057862880228843,-0.49869622032824035,-0.08519446505948647,7.500638064850602,3.252024326113421,False,False,4.0,1
06574b6f-ab02-432c-9a65-7b031218a270,11,124956.0,44.12321045085995,40.580161765258936,0.4910960753545556,30.6611414393522,0.14364177539853118,0.9816754586071954,3.543048685601015,13.46206901150775,False,True,11.0,0
06574b6f-ab02-432c-9a65-7b031218a270,12,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
0667e56a-abe6-4097-9a56-33735f4855e2,0,354786.0,31.82695163872143,27.53372190121444,0.6543654832034013,25.91713751436248,0.7819573331633654,0.3533452256307077,4.293229737506987,5.909814124358949,False,True,11.0,0
0786a1df-d010-4b1b-a99a-e00df486d479,0,413189.0,39.0709908093698,40.485698240423915,0.06510795950781056,28.55343355330593,0.7181525605051418,0.17653705803024144,-1.4147074310541115,10.517557256063874,False,True,11.0,0
09024025-1320-4891-aefa-a497744ed3e2,0,334919.0,29.027737537877762,27.306995648714057,0.007610016632502381,27.0136075862059,-0.11095472320976141,-0.06841899035436083,1.7207418891637047,2.014129951671862,False,True,11.0,0
09024025-1320-4891-aefa-a497744ed3e2,1,,0.0,0.0,,0.0,,,0.0,0.0,False,False,1.0,1
090d0988-3f81-4603-87e2-477538a6750c,0,,0.0,0.0,,0.0,,,0.0,0.0,False,False,1.0,1
090d0988-3f81-4603-87e2-477538a6750c,1,349180.0,24.531681770948556,26.03132289504439,-0.08573647654920769,25.50645345931624,0.007740079336320926,,-1.4996411240958345,-0.9747716883676851,False,True,12.0,0
090d0988-3f81-4603-87e2-477538a6750c,2,,0.0,0.0,,0.0,,,0.0,0.0,False,False,2.0,1
0940a9be-3ff5-4739-b04b-a7605c1ffa2f,0,216774.0,36.29353113350355,30.6464567830313,0.06290442266756058,28.910487217605123,0.5122876125581266,0.2346471277215365,5.6470743504722485,7.383043915898426,False,True,11.0,0
0940a9be-3ff5-4739-b04b-a7605c1ffa2f,1,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
0950437e-94b0-45bf-8d11-dd446fd0e4a2,0,,2.3021728866442674,2.3021728866442674,,2.3021728866442674,,,0.0,0.0,False,True,11.0,1
0950437e-94b0-45bf-8d11-dd446fd0e4a2,1,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
09f30ce2-1507-4ef1-84f1-3dfb3e6d9b86,0,174815.0,25.0605104533354,31.12387823596478,0.6546585030236898,29.513185265453494,0.5698590244889719,0.9367546932839997,-6.063367782629381,-4.452674812118094,False,True,11.0,0
09f30ce2-1507-4ef1-84f1-3dfb3e6d9b86,1,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
0b01cf49-87cc-4647-9f29-b8dff39dcd6c,0,263948.0,31.963974677658204,38.534432659532726,0.2724511217585954,28.664300073723993,-0.05615923332508932,0.8069680911040634,-6.570457981874522,3.2996746039342106,False,True,11.0,0
0b1d6253-9c4f-43b7-8217-6f0e486aabe7,0,618951.0,40.865052646479754,27.137790515458125,-0.10958101452137958,26.711861745951094,0.019657933054522014,-0.09350068250451038,13.727262131021629,14.15319090052866,False,True,11.0,0
0b1d6253-9c4f-43b7-8217-6f0e486aabe7,1,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
0b41cfdc-0891-4d1d-91ea-ac86fa54a34c,0,62939.0,8.269538616487935,8.269538616487935,1.0,11.867807164344331,-0.48352040065465607,1.0,0.0,-3.598268547856396,True,False,4.0,1
0b41cfdc-0891-4d1d-91ea-ac86fa54a34c,1,96114.0,43.587118178483365,40.32246681963779,0.18555202413356664,28.76440016797274,-0.004053718761590996,0.5134493677741294,3.264651358845576,14.822718010510624,False,True,11.0,0
0b630a14-5acd-4e11-99df-8f59d804f807,0,,0.0,0.0,,0.0,,,0.0,0.0,False,False,1.0,1
0b891add-e0c3-463d-948d-7f491f1d10ef,0,82567.0,44.0766455603577,41.033510526895526,0.7668695446589566,31.724436151130263,0.46834072873601906,0.9766590789519581,3.043135033462171,12.352209409227434,False,True,11.0,0
0b891add-e0c3-463d-948d-7f491f1d10ef,1,,0.0,0.0,,0.0,,,0.0,0.0,False,False,4.0,1
0b891add-e0c3-463d-948d-7f491f1d10ef,2,,2.1095023109728985,2.1095023109728985,,2.1095023109728985,,,0.0,0.0,False,False,4.0,1
0b891add-e0c3-463d-948d-7f491f1d10ef,3,64111.0,8.572560294510787,8.849497188703081,-0.5000000000000022,8.572560294510787,1.0,,-0.2769368941922945,0.0,False,True,18.0,1
0b891add-e0c3-463d-948d-7f491f1d10ef,4,176399.0,36.13045410541086,56.084285929364405,-0.06991122973667374,30.57368448980155,0.3138253873720265,,-19.953831823953543,5.556769615609312,False,True,18.0,2
0bfe46ef-6644-441e-a903-5445f2ee4fd5,0,322449.0,30.201929868028355,31.673807125795626,0.4704283814837973,30.13966149069781,-0.10936195734609466,0.5368627718370395,-1.4718772577672716,0.062268377330543245,False,True,11.0,0
0bfe46ef-6644-441e-a903-5445f2ee4fd5,1,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
0d3e0c62-db52-40f9-9ee8-7fc84a1dcbf2,0,151477.0,34.44443836199069,33.32854151541928,0.7092146179041292,26.848723552579685,0.3836722158332334,0.9948864464200613,1.1158968465714096,7.595714809411007,False,True,11.0,0
0d3e0c62-db52-40f9-9ee8-7fc84a1dcbf2,1,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
0dc94285-ba14-40aa-9745-76504502a5cc,0,,0.0,0.0,,0.0,,,0.0,0.0,False,False,1.0,1
0dc94285-ba14-40aa-9745-76504502a5cc,1,,0.0,0.0,,0.0,,,0.0,0.0,False,True,11.0,1
0dc94285-ba14-40aa-9745-76504502a5cc,2,81458.0,30.765750408573908,29.322927520196387,0.6984459071944424,23.32463253665071,0.743803449358395,0.8270391911613093,1.4428228883775205,7.441117871923197,False,True,11.0,0
0dc94285-ba14-40aa-9745-76504502a5cc,3,,0.0,0.0,,0.0,,,0.0,0.0,False,False,1.0,1
0fa439d6-476c-49a5-b478-48e3454974e1,0,182414.0,10.46780093188294,10.46780093188294,1.0,15.4636899007459,-0.43247569390741236,1.0,0.0,-4.99588896886296,True,False,4.0,1
0fa439d6-476c-49a5-b478-48e3454974e1,1,126495.0,41.46269281766926,42.232314599873376,0.8081646775017068,30.579815915441994,0.34821336621643717,1.0,-0.7696217822041191,10.882876902227263,True,True,11.0,0
0fb12cf8-dcf5-4110-b090-3b3271e9add6,0,175972.0,14.272463667402661,8.872654797170581,0.1029994041587371,12.824518728151613,-0.2823192960940597,0.12585071921097257,5.39980887023208,1.4479449392510482,False,False,5.0,1
0fb12cf8-dcf5-4110-b090-3b3271e9add6,1,287834.0,41.789956291678116,40.57664360572193,0.2819379859530834,28.6150846367853,0.08235801982407165,0.845281498555922,1.2133126859561898,13.174871654892815,False,True,11.0,0
0fb12cf8-dcf5-4110-b090-3b3271e9add6,2,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
1044049f-c7e0-4a16-98d3-e3826b4b8bfc,0,153574.0,23.871767364332296,29.84203675249524,0.4904460208394391,29.04896377633691,0.01892239511852667,0.9439020836156873,-5.970269388162944,-5.177196412004616,False,True,11.0,0
1044049f-c7e0-4a16-98d3-e3826b4b8bfc,1,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
1046b7d9-5848-41b5-9438-cf0dc4dc6cbe,0,393854.0,20.1255326692588,29.070634380607128,0.22299468600646888,22.54248166970557,-0.10239723682551793,-0.01144135959956305,-8.945101711348329,-2.4169490004467704,False,True,11.0,0
1046b7d9-5848-41b5-9438-cf0dc4dc6cbe,1,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
1066671d-2a1d-4744-b66f-e4b48548701f,0,,0.0,0.0,,0.0,,,0.0,0.0,False,True,19.0,1
1344120d-5834-4bbf-8f60-383a8752b512,0,,5.1681456758674775,5.1681456758674775,1.0,5.1681456758674775,1.0,,0.0,0.0,False,False,4.0,1
1344120d-5834-4bbf-8f60-383a8752b512,1,152596.0,44.86466459124011,44.38245863542298,0.11883518922308633,34.98849831238746,-0.022224621255912513,0.5491132804060361,0.482205955817129,9.876166278852644,False,True,13.0,0
13839608-6085-4a88-a8f2-74af9fd06a05,0,53146.0,8.599177807596028,8.599177807596028,1.0,12.371584317817382,-0.3388835641800325,1.0,0.0,-3.7724065102213533,True,False,4.0,1
13839608-6085-4a88-a8f2-74af9fd06a05,1,132136.0,46.30371339770401,40.65664483912479,0.49095922745813214,30.22947350108614,0.009576559546187968,0.6770766161357746,5.647068558579221,16.07423989661787,False,True,11.0,0
13839608-6085-4a88-a8f2-74af9fd06a05,2,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
13862ebb-4616-4d09-a725-c34661b6fa9c,0,57655.0,9.19999936420907,8.834705198671061,0.8795497206814283,8.834705198671061,0.8795497206814283,1.0,0.36529416553800864,0.36529416553800864,True,False,4.0,1
13862ebb-4616-4d09-a725-c34661b6fa9c,1,192527.0,33.32006623450254,40.51610470540446,0.5697785356463183,30.34702812816914,0.10077983989967187,0.7428466593684409,-7.196038470901918,2.9730381063334015,False,True,11.0,0
13862ebb-4616-4d09-a725-c34661b6fa9c,2,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
14678e1f-aa1c-4a67-a31f-65dd3e2238ca,0,264097.0,31.634813833663,31.341409447806026,0.590880010253628,30.778407055635352,0.542848560780121,0.8762191025668704,0.2934043858569737,0.8564067780276474,False,True,11.0,0
14678e1f-aa1c-4a67-a31f-65dd3e2238ca,1,,0.9848857801796107,0.9848857801796107,,0.9848857801796107,,,0.0,0.0,False,False,2.0,1
14a344df-eee2-4fd1-b182-e3cdacd9026c,0,31759.0,9.914550198399889,9.914550198399889,1.0,13.666261239072181,-0.4172243761832126,1.0,0.0,-3.7517110406722924,True,False,4.0,1
14a344df-eee2-4fd1-b182-e3cdacd9026c,1,185204.0,38.218597089683215,39.42139743502864,0.5508496170729271,26.768879550913592,0.8024484997726045,0.9847917253927566,-1.2028003453454232,11.449717538769622,False,True,11.0,0
14f8e67c-bdc3-4c9c-9603-70cd51eb2367,0,77545.0,11.1240955162246,10.566568694197738,0.992719535948992,14.605520904927836,-0.06724917882210191,1.0,0.5575268220268619,-3.4814253887032365,True,False,4.0,1
14f8e67c-bdc3-4c9c-9603-70cd51eb2367,1,137920.0,47.27387662864397,41.08365362180993,0.8380409277440294,29.09892694962028,0.436419076337078,1.0,6.190223006834039,18.174949679023687,True,True,11.0,0
1507bc88-8d4c-4c1c-9291-210f790c96e3,0,155294.0,41.115595483118454,40.45496547987774,0.6633965129861688,28.46323533508518,0.03456432284291466,1.0,0.660630003240712,12.652360148033274,True,True,11.0,0
1563e213-aaa4-4b79-84a1-8f917ea9f7a9,0,193865.0,44.103445908642435,41.291648499081994,-0.004784844380947062,30.544419280759797,-0.006785109476294737,0.1249224560979294,2.811797409560441,13.559026627882638,False,True,12.0,0
1563e213-aaa4-4b79-84a1-8f917ea9f7a9,1,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
158e6365-673b-4030-8b36-6704be5996a2,0,,0.0,0.0,,0.0,,,0.0,0.0,False,True,11.0,1
15bb887b-b5ae-49a5-8a23-f2ac7808f11f,0,422896.0,28.856596929187095,39.38537530903647,0.03170492570986039,28.988460390081148,0.2592866307265369,-0.10407771002554056,-10.528778379849374,-0.13186346089405276,False,True,12.0,0
15bb887b-b5ae-49a5-8a23-f2ac7808f11f,1,3692.0,2.6476404589747453,2.6476404589747453,,2.6476404589747453,,,0.0,0.0,False,False,2.0,1
16359508-f91b-4f85-baeb-dade7d574a61,0,147833.0,10.041076312025424,10.041076312025424,1.0,13.75218160387347,0.3168206918705434,1.0,0.0,-3.711105291848046,True,False,4.0,1
16359508-f91b-4f85-baeb-dade7d574a61,1,200075.0,42.48796084210132,41.34453719843101,0.0833187794966962,31.27132070952431,0.2586857186764694,0.4658080469292818,1.1434236436703102,11.216640132577012,False,True,11.0,0
16373b36-886a-4d0d-9015-474d29d139cc,0,367504.0,29.347485209631575,33.06420495576483,0.23647697917010557,28.887622688889092,0.41841547488044595,0.33939617715714665,-3.716719746133254,0.4598625207424831,False,True,11.0,0
16373b36-886a-4d0d-9015-474d29d139cc,1,,0.0,0.0,,0.0,,,0.0,0.0,False,False,1.0,1
1663640c-5a60-4fa6-8bf4-249f41a693a5,0,94963.0,9.273621449590905,9.273621449590905,1.0,13.369568016591678,-0.43658323679047895,1.0,0.0,-4.095946567000773,True,False,4.0,1
1663640c-5a60-4fa6-8bf4-249f41a693a5,1,184674.0,36.00983713994683,42.1077875837013,0.42570412355346676,32.56910024425892,-0.007143524330207596,0.7222605234258953,-6.0979504437544705,3.4407368956879125,False,True,11.0,0
1663640c-5a60-4fa6-8bf4-249f41a693a5,2,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
17962d45-8e90-4b50-86e7-77451042aac8,0,428206.0,33.346336478914665,30.1744761368598,0.10825048749386823,28.05956490267069,0.43164668837476716,,3.1718603420548668,5.286771576243975,False,True,11.0,0
17b80e0f-9afe-497f-b3a3-0549c14a4ba9,0,323190.0,46.174230216984455,40.7686484068996,0.039514678062999464,30.27694766278377,0.25606893631866245,0.30203853510484857,5.405581810084854,15.897282554200686,False,True,12.0,0
17b80e0f-9afe-497f-b3a3-0549c14a4ba9,1,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
1813599d-cfde-45f0-8555-428b57478ebb,0,273902.0,32.60704603952169,41.200207779808935,0.3979306651575776,30.302294203971286,0.6032434174152468,0.4535709509460022,-8.593161740287243,2.3047518355504053,False,True,11.0,0
1813599d-cfde-45f0-8555-428b57478ebb,1,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
18bfbc11-3c60-4c89-94cc-ac8fea028318,0,101831.0,37.64039963472293,42.004844863145856,0.6265934950521919,29.980563515270156,0.030041174157165784,0.990112060733942,-4.364445228422923,7.659836119452777,False,True,11.0,0
18bfbc11-3c60-4c89-94cc-ac8fea028318,1,,0.0,0.0,,0.0,,,0.0,0.0,False,False,1.0,1
18e1dec6-b780-4e77-a6b9-f608f2483e53,0,149351.0,52.891732701072065,41.48308468165703,0.6526546879462134,29.5674566032267,0.11397321930046,0.8575373768332001,11.408648019415033,23.324276097845367,False,True,11.0,0
18e1dec6-b780-4e77-a6b9-f608f2483e53,1,,0.0,0.0,,0.0,,,0.0,0.0,False,True,1.0,1
1cfebb9a-6000-4742-81be-6103ebe168bc,0,108217.0,13.717014274433867,7.953615592716692,-0.20075653008789018,10.642914938431232,-0.4996705459640909,-0.20075653008789018,5.763398681717175,3.074099336002634,False,False,5.0,1
1cfebb9a-6000-4742-81be-6103ebe168bc,1,87687.0,42.061493040324784,39.226884314219205,0.7859832823726682,28.97315761982204,0.0982158895510542,1.0,2.8346087261055786,13.088335420502744,True,True,11.0,0
1df10bfd-0f85-42ff-a873-36dfe05df77b,0,,0.0,0.0,,0.0,,,0.0,0.0,False,True,4.0,1
1df10bfd-0f85-42ff-a873-36dfe05df77b,1,106783.0,14.24475919539864,8.330566703391733,-0.2626067430952139,11.33789902215371,-0.4373576721949217,,5.914192492006906,2.9068601732449295,False,False,11.0,1
1df10bfd-0f85-42ff-a873-36dfe05df77b,2,86266.0,38.76114285758293,37.32386539242459,0.41999606281285184,28.2242930607475,0.15469003710055718,0.9667269177638699,1.4372774651583455,10.536849796835433,False,True,11.0,0
1e7d274d-f393-4888-9f28-4de53b0260e3,0,115998.0,10.433567998496798,10.433567998496798,1.0,15.724972374150758,-0.4572278035412163,1.0,0.0,-5.2914043756539595,True,False,4.0,1
1e7d274d-f393-4888-9f28-4de53b0260e3,1,,0.0,0.0,,0.0,,,0.0,0.0,False,True,11.0,1
1e7d274d-f393-4888-9f28-4de53b0260e3,2,136161.0,26.850080515728468,34.54656637806238,0.35570544397013937,27.626910676976177,-0.08862874008969723,,-7.696485862333912,-0.7768301612477089,False,True,11.0,0
1fb559e8-15c6-463a-bda8-79ca0bfc330f,0,48795.0,13.009380224526979,8.919595158271063,-0.47700973818478554,11.455745621358805,0.34915132494622747,-0.12461521910132234,4.089785066255915,1.5536346031681738,False,False,4.0,1
1fb559e8-15c6-463a-bda8-79ca0bfc330f,1,90255.0,35.70982656924814,40.85746501471646,0.4005266192492303,30.342861659225328,0.22516142155030006,0.5882524560308159,-5.147638445468317,5.366964910022816,False,True,11.0,0
1fb559e8-15c6-463a-bda8-79ca0bfc330f,2,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
20168f93-040c-4290-aa7e-2b197825c9de,0,63217.0,12.304476320528485,9.585861772250468,0.8786811200906541,14.231797048158821,-0.41772891429882186,1.0,2.7186145482780173,-1.9273207276303363,True,False,4.0,1
20168f93-040c-4290-aa7e-2b197825c9de,1,115291.0,43.25827221234184,39.54990647651278,0.9178665684027114,28.796219241397463,0.2561805679720426,1.0,3.7083657358290623,14.46205297094438,True,True,11.0,0
206da802-d38f-4f3a-98e3-44f99481479d,0,63276.0,15.1507655230786,9.234066213848573,-0.490395939794692,13.133236088739272,0.558314746418852,-0.23979830290967552,5.916699309230028,2.0175294343393286,False,False,4.0,1
206da802-d38f-4f3a-98e3-44f99481479d,1,149250.0,38.80326613635483,41.36318799794481,0.5161489466030836,31.403508043430854,0.31735615454472954,0.8139722447636595,-2.5599218615899844,7.399758092923975,False,True,11.0,0
20e5782a-d6f7-4361-a590-7e710c176765,0,80508.0,43.82274698655997,39.79968096262122,0.40263236921000767,29.00917617107107,0.3883109350228042,0.6942058292595257,4.023066023938753,14.813570815488902,False,True,11.0,0
2107820d-d55c-40bb-bb90-6b10c227664c,0,82547.0,11.96117186066019,10.791339285231128,0.9943947612481445,15.982766049780192,-0.4822130695298559,1.0,1.1698325754290622,-4.021594189120002,True,False,4.0,1
2107820d-d55c-40bb-bb90-6b10c227664c,1,147896.0,39.254359771857494,40.78265712596425,0.6582017554150923,29.841406256522575,0.4289409604094071,0.7086823153154802,-1.5282973541067548,9.41295351533492,False,True,11.0,0
2107820d-d55c-40bb-bb90-6b10c227664c,2,0.0,0.0,0.0,,0.0,,,0.0,0.0,False,False,1.0,1
21526c63-79bb-4c7b-87c2-9e7525d8515f,0,206028.0,32.59838927004751,41.271371761389695,0.6043137681410402,30.094836717252935,0.2124740639253001,0.7468741376542449,-8.672982491342182,2.5035525527945772,False,True,11.0,0
21526c63-79bb-4c7b-87c2-9e7525d8515f,1,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
21577c78-0085-4962-a363-b88526e3c212,0,263760.0,30.38436523667898,38.15577257495652,0.05377834130868975,28.700569911685925,-0.08353691948873165,0.3073146088513826,-7.771407338277541,1.6837953249930564,False,True,12.0,0
21577c78-0085-4962-a363-b88526e3c212,1,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
21b0f09b-03b4-4af8-ac65-11ab1e5458d8,0,26032.0,17.111501182476104,9.871763492266489,0.09730621308209897,14.688244014849031,-0.31602433527865514,0.09730621308209897,7.2397376902096156,2.4232571676270727,False,False,5.0,1
21b0f09b-03b4-4af8-ac65-11ab1e5458d8,1,71827.0,30.45289634615735,38.97941080760867,0.4096192849043878,29.149925414802567,0.4436079392284148,0.5662973096805416,-8.526514461451324,1.302970931354782,False,True,11.0,0
21b0f09b-03b4-4af8-ac65-11ab1e5458d8,2,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
2270eaba-f9b5-4f96-8a5e-b69276846474,0,301166.0,34.28403691490806,30.769109894918248,0.38550589676274416,30.32015322209106,0.7147594193443834,0.41738194188042166,3.514927019989809,3.963883692816996,False,True,11.0,0
2270eaba-f9b5-4f96-8a5e-b69276846474,1,,0.0,0.0,,0.0,,,0.0,0.0,False,False,1.0,1
22e2c9a3-b93f-4f7f-896a-ca188c78505b,0,342562.0,32.52157373512728,28.96369354277199,0.014818439537964578,29.78177244766861,0.06934853455426071,0.2459650908924541,3.557880192355288,2.739801287458665,False,True,11.0,0
2310f107-d9d2-418e-a2d7-dd7a17924544,0,,0.0,0.0,,0.0,,,0.0,0.0,False,True,11.0,1
24205a11-9e21-44b7-a565-985454c90776,0,155694.0,31.94702873228681,30.253394518694442,0.24183087533469616,27.025036555552386,0.44232867153259925,0.3368829103482732,1.693634213592368,4.921992176734424,False,True,11.0,0
251a4532-ff1f-4182-91ce-4215786a339a,0,343716.0,36.66638397044252,41.363632485822926,0.5098800165800663,29.962986464694165,0.2591656173585707,0.6170056550789158,-4.697248515380409,6.703397505748352,False,True,11.0,0
251a4532-ff1f-4182-91ce-4215786a339a,1,,0.0,0.0,,0.0,,,0.0,0.0,False,False,0.0,1
25309ebf-8ca2-4678-af43-2d4030eb1c5d,0,87260.0,7.412196484473025,7.412196484473025,1.0,9.975711651963543,-0.43212349468531874,1.0,0.0,-2.563515167490518,True,False,4.0,1
25309ebf-8ca2-4678-af43-2d4030eb1c5d,1,420567.0,39.6869351606863,41.06379248741887,0.32515133059452117,30.670433584829635,-0.042605100511894145,0.6751267513941279,-1.3768573267325692,9.016501575856669,False,True,11.0,0
25de35e0-354f-4785-9738-31c44e37fcbc,0,186559.0,28.518569260281545,40.43791106283632,0.4041699765216329,29.505611982554946,0.21959456600384608,0.799972432201079,-11.919341802554776,-0.9870427222734008,False,True,11.0,0
26cf9b5b-3395-49f1-a3e5-7fefd22b3a6b,0,220912.0,32.560411709061114,31.28460310094257,0.4556679816442636,30.808218703741527,0.991851548669149,0.6346367083138896,1.2758086081185454,1.7521930053195867,False,True,11.0,0
