session_uuid,scene_id,patient_sort00,injury_severity00,combo00,patient_sort01,injury_severity01,combo01,patient_sort02,injury_severity02,combo02,patient_sort03,injury_severity03,combo03,patient_sort04,injury_severity04,combo04,patient_sort05,injury_severity05,combo05,patient_sort06,injury_severity06,combo06,patient_sort07,injury_severity07,combo07,patient_sort08,injury_severity08,combo08,patient_sort09,injury_severity09,combo09,patient_sort10,injury_severity10,combo10,patient_sort11,injury_severity11,combo11,patient_sort12,injury_severity12,combo12,patient_sort13,injury_severity13,combo13,patient_sort14,injury_severity14,combo14,patient_sort15,injury_severity15,combo15,patient_sort16,injury_severity16,combo16,severe_hemorrhaging00,severe_hemorrhaging01,severe_hemorrhaging02,severe_hemorrhaging03,severe_hemorrhaging04,severe_hemorrhaging05,severe_hemorrhaging06,severe_hemorrhaging07,severe_hemorrhaging08,severe_hemorrhaging09,severe_hemorrhaging10,severe_hemorrhaging11,severe_hemorrhaging12,severe_hemorrhaging13,severe_hemorrhaging14,severe_hemorrhaging15,severe_hemorrhaging16,sort_hemorrhaging00,sort_hemorrhaging01,sort_hemorrhaging02,sort_hemorrhaging03,sort_hemorrhaging04,sort_hemorrhaging05,sort_hemorrhaging06,sort_hemorrhaging07,sort_hemorrhaging08,sort_hemorrhaging09,sort_hemorrhaging10,sort_hemorrhaging11,sort_hemorrhaging12,sort_hemorrhaging13,sort_hemorrhaging14,sort_hemorrhaging15,sort_hemorrhaging16
716087c9-37c5-43b8-93ab-18339caefcd2,0,waver,medium,waver-medium,waver,high,waver-high,still,high,still-high,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,False,False,True,False,False,False,False,False,False,,,,,,,waver-False,waver-True,still-False,waver-False,still-True,waver-False,waver-False,still-False,walker-False,walker-False,walker-False,,,,,,
71a7d2ce-2dea-4bec-8348-028e74fcd092,0,still,high,still-high,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,waver,high,waver-high,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,True,False,False,False,,,,,,,still-False,waver-False,still-True,waver-False,waver-False,still-False,walker-False,waver-True,waver-False,walker-False,walker-False,,,,,,
72388f54-3a93-445e-b5fa-4a71640965fb,0,waver,high,waver-high,waver,high,waver-high,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,still,high,still-high,still,low,still-low,waver,high,waver-high,walker,,walker-nan,walker,low,walker-low,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,True,True,False,True,False,False,False,True,False,False,False,,,,,,,waver-True,waver-True,waver-False,still-True,waver-False,still-False,still-False,waver-True,walker-False,walker-False,walker-False,,,,,,
724fdf45-3165-43b8-b9ca-dc07102d2886,0,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
724fdf45-3165-43b8-b9ca-dc07102d2886,1,still,high,still-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,False,False,True,False,False,False,False,False,False,,,,,,,still-False,still-True,still-False,waver-False,waver-True,waver-False,waver-False,waver-False,walker-False,walker-False,walker-False,,,,,,
724fdf45-3165-43b8-b9ca-dc07102d2886,3,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,still-False,waver-False,walker-False,,,,,,,,,,,,,
724fdf45-3165-43b8-b9ca-dc07102d2886,4,still,high,still-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,False,False,True,False,False,False,False,False,False,,,,,,,still-False,still-True,still-False,waver-False,waver-True,waver-False,waver-False,waver-False,walker-False,walker-False,walker-False,,,,,,
724fdf45-3165-43b8-b9ca-dc07102d2886,5,waver,medium,waver-medium,still,high,still-high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,waver-False,still-False,,,,,,,,,,,,,,,
724fdf45-3165-43b8-b9ca-dc07102d2886,6,still,high,still-high,still,high,still-high,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,False,False,False,True,False,False,False,False,False,,,,,,,still-False,still-True,walker-False,still-False,waver-False,waver-True,waver-False,waver-False,waver-False,walker-False,walker-False,,,,,,
724fdf45-3165-43b8-b9ca-dc07102d2886,7,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,still-False,waver-False,walker-False,,,,,,,,,,,,,,
724fdf45-3165-43b8-b9ca-dc07102d2886,8,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,True,False,False,False,False,False,False,,,,,,,still-False,still-True,still-False,waver-False,waver-True,walker-False,walker-False,walker-False,waver-False,waver-False,waver-False,,,,,,
724fdf45-3165-43b8-b9ca-dc07102d2886,9,walker,low,walker-low,waver,medium,waver-medium,still,high,still-high,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,waver-False,still-False,walker-False,,,,,,,,,,,,,
724fdf45-3165-43b8-b9ca-dc07102d2886,10,still,high,still-high,still,high,still-high,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,True,False,False,False,False,,,,,,,still-False,still-False,waver-True,waver-False,waver-False,waver-False,still-True,waver-False,walker-False,walker-False,walker-False,,,,,,
724fdf45-3165-43b8-b9ca-dc07102d2886,11,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,still-False,waver-False,walker-False,,,,,,,,,,,,,
724fdf45-3165-43b8-b9ca-dc07102d2886,12,walker,,walker-nan,still,high,still-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,False,False,False,False,,,,,,walker-False,still-False,still-True,still-False,waver-False,waver-True,waver-False,waver-False,waver-False,walker-False,walker-False,walker-False,,,,,
724fdf45-3165-43b8-b9ca-dc07102d2886,13,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
724fdf45-3165-43b8-b9ca-dc07102d2886,14,still,high,still-high,still,high,still-high,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,False,False,False,,,,,,,still-False,still-False,waver-True,waver-False,waver-False,still-True,walker-False,waver-False,waver-False,walker-False,walker-False,,,,,,
724fdf45-3165-43b8-b9ca-dc07102d2886,15,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
724fdf45-3165-43b8-b9ca-dc07102d2886,16,walker,low,walker-low,waver,medium,waver-medium,still,high,still-high,waver,high,waver-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,False,False,False,False,,,,,,,walker-False,waver-False,still-False,waver-True,still-False,still-True,waver-False,waver-False,waver-False,walker-False,walker-False,,,,,,
736e625b-bb07-452c-9302-b37bb27cbf43,0,walker,medium,walker-medium,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,still-False,waver-False,walker-False,,,,,,,,,,,,,
736e625b-bb07-452c-9302-b37bb27cbf43,1,waver,high,waver-high,still,high,still-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,waver,medium,waver-medium,waver,medium,waver-medium,,,,,,,,,,,,,,,,,,,True,False,True,False,False,False,False,False,False,False,False,,,,,,,waver-True,still-False,still-True,still-False,waver-False,waver-False,walker-False,walker-False,walker-False,waver-False,waver-False,,,,,,
73df0a9b-795b-41e2-97a0-6079fb7ca739,0,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,still,high,still-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,True,False,False,False,False,,,,,,,still-False,waver-False,waver-True,waver-False,waver-False,waver-False,still-True,still-False,walker-False,walker-False,walker-False,,,,,,
7407aba4-aef4-4012-be6c-a237d225809d,0,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
7407aba4-aef4-4012-be6c-a237d225809d,1,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,True,False,,,,,,,,still-False,waver-False,waver-True,waver-False,still-False,walker-False,walker-False,waver-False,still-True,walker-False,,,,,,,
741e494b-63ff-4ea2-ad88-657f2276045d,0,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
741e494b-63ff-4ea2-ad88-657f2276045d,1,walker,,walker-nan,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,False,False,False,False,True,True,False,False,False,False,False,False,,,,,,walker-False,still-False,still-False,waver-False,waver-True,still-True,waver-False,waver-False,waver-False,walker-False,walker-False,walker-False,,,,,
75865699-63f9-46de-9adc-6936ad7c7d46,0,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
75865699-63f9-46de-9adc-6936ad7c7d46,1,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,True,False,False,False,,,,,,,still-False,still-False,waver-False,waver-True,waver-False,waver-False,waver-False,still-True,walker-False,walker-False,walker-False,,,,,,
75b3227f-2f3c-4fe0-b9b8-9e0fe3baa210,0,still,high,still-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,waver,high,waver-high,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,True,,,,,,,,,,still-False,still-False,still-True,waver-False,waver-False,waver-False,waver-False,waver-True,,,,,,,,,
77c15654-dbf5-46da-8e84-fe418cdf1c59,0,still,high,still-high,waver,medium,waver-medium,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,False,False,False,,,,,,,still-False,waver-False,still-True,still-False,waver-False,waver-True,waver-False,waver-False,walker-False,walker-False,walker-False,,,,,,
788af03e-aeee-4d53-8c97-f0060df61932,0,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
788af03e-aeee-4d53-8c97-f0060df61932,1,still,high,still-high,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,waver,high,waver-high,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,True,True,False,False,False,,,,,,,still-False,walker-False,still-False,waver-False,waver-False,waver-False,still-True,waver-True,waver-False,walker-False,walker-False,,,,,,
79426650-c950-40ee-816e-decddddd22e9,0,waver,medium,waver-medium,walker,low,walker-low,still,high,still-high,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,waver-False,walker-False,still-False,walker-False,,,,,,,,,,,,,
79426650-c950-40ee-816e-decddddd22e9,1,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,waver,high,waver-high,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,True,False,False,False,,,,,,,still-False,waver-False,waver-False,still-True,waver-False,still-False,walker-False,waver-True,waver-False,walker-False,walker-False,,,,,,
7994d633-9b4d-475e-8e49-51cb6e4fea4b,0,waver,medium,waver-medium,still,high,still-high,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,waver-False,still-False,walker-False,walker-False,,,,,,,,,,,,,
79b80e8f-b8fe-40e0-86d2-9aa7edc2da59,0,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,still-False,waver-False,walker-False,,,,,,,,,,,,,,
79b80e8f-b8fe-40e0-86d2-9aa7edc2da59,1,still,high,still-high,still,high,still-high,still,high,still-high,waver,high,waver-high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,True,,,,,,,,,,,,,,still-False,still-True,still-False,waver-True,,,,,,,,,,,,,
7a1065f6-1a05-4d2b-bf14-73cafdb9ce4b,0,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
7a1065f6-1a05-4d2b-bf14-73cafdb9ce4b,1,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,False,,,,,,,,still-False,waver-False,waver-True,still-True,waver-False,waver-False,still-False,walker-False,walker-False,walker-False,,,,,,,
7b239b94-a052-4a1f-929c-123a94426327,0,walker,low,walker-low,walker,medium,walker-medium,still,high,still-high,waver,medium,waver-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,walker-False,still-False,waver-False,,,,,,,,,,,,,
7b239b94-a052-4a1f-929c-123a94426327,1,walker,low,walker-low,still,high,still-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,False,False,False,,,,,,,walker-False,still-False,still-True,still-False,waver-False,waver-True,waver-False,waver-False,waver-False,walker-False,walker-False,,,,,,
7dacebd5-f16e-4faa-8a00-f738b7d04e3b,0,walker,medium,walker-medium,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,still-False,waver-False,walker-False,,,,,,,,,,,,,
7dacebd5-f16e-4faa-8a00-f738b7d04e3b,1,still,high,still-high,walker,low,walker-low,still,high,still-high,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,True,False,False,False,,,,,,,still-False,walker-False,still-False,waver-True,waver-False,waver-False,waver-False,still-True,waver-False,walker-False,walker-False,,,,,,
7de52180-d823-4f9e-9003-aeab8139970b,0,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
7de52180-d823-4f9e-9003-aeab8139970b,1,still,high,still-high,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,False,True,False,,,,,,,still-False,waver-False,still-True,waver-False,still-False,walker-False,walker-False,walker-False,waver-False,waver-True,waver-False,,,,,,
7de52180-d823-4f9e-9003-aeab8139970b,2,waver,,waver-nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,waver-False,,,,,,,,,,,,,,,,
7e340eb0-fda8-4eea-addc-5f554be907a5,0,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
7e340eb0-fda8-4eea-addc-5f554be907a5,1,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,False,False,False,,,,,,,still-False,waver-False,waver-True,waver-False,waver-False,still-True,waver-False,still-False,walker-False,walker-False,walker-False,,,,,,
7e75d331-2643-4271-a67e-af24bff68001,0,walker,low,walker-low,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,walker-False,waver-False,still-False,waver-False,waver-False,,,,,,,,,,,,
7f15ef99-9299-4306-a4c0-8a7fcd97b76b,0,walker,medium,walker-medium,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,still-False,waver-False,walker-False,,,,,,,,,,,,,
7f15ef99-9299-4306-a4c0-8a7fcd97b76b,1,still,high,still-high,still,high,still-high,still,high,still-high,walker,low,walker-low,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,waver,high,waver-high,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,True,False,False,,,,,,,,still-False,still-True,still-False,walker-False,waver-False,waver-False,waver-False,waver-True,walker-False,walker-False,,,,,,,
7f639dc1-fce0-4aa9-b76a-c355894d05ed,0,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,still-False,waver-False,walker-False,,,,,,,,,,,,,
7f639dc1-fce0-4aa9-b76a-c355894d05ed,1,still,high,still-high,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,True,False,False,False,True,False,False,False,False,False,False,,,,,,,still-True,walker-False,still-False,waver-False,waver-True,waver-False,waver-False,still-False,waver-False,walker-False,walker-False,,,,,,
7fcfbc5e-d5d2-431a-98ab-c3d9375e934e,0,waver,high,waver-high,waver,high,waver-high,walker,,walker-nan,walker,medium,walker-medium,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,still,low,still-low,waver,medium,waver-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False,True,False,False,False,,,,,,,waver-True,waver-True,walker-False,walker-False,still-False,still-True,waver-False,waver-True,still-False,waver-False,walker-False,,,,,,
81d7c616-7896-4e0a-9cfc-155590686377,0,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,still-False,waver-False,walker-False,,,,,,,,,,,,,
81d7c616-7896-4e0a-9cfc-155590686377,1,still,high,still-high,waver,high,waver-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,True,False,False,False,False,False,False,False,False,,,,,,,still-False,waver-True,still-True,waver-False,waver-False,waver-False,waver-False,still-False,walker-False,walker-False,walker-False,,,,,,
836b793c-3094-49ae-b614-3e9c9ff7e330,0,walker,,walker-nan,waver,high,waver-high,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,still,high,still-high,waver,high,waver-high,waver,high,waver-high,still,low,still-low,walker,medium,walker-medium,walker,low,walker-low,walker,,walker-nan,,,,,,,,,,,,,,,,False,True,False,True,False,False,True,True,False,False,False,False,,,,,,walker-False,waver-True,waver-False,still-True,waver-False,still-False,waver-True,waver-True,still-False,walker-False,walker-False,walker-False,,,,,
83b96c70-e156-4c10-b463-800c5a468ec5,0,still,high,still-high,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,waver,high,waver-high,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,True,False,False,False,,,,,,,still-False,waver-False,still-True,waver-False,waver-False,still-False,walker-False,waver-True,waver-False,walker-False,walker-False,,,,,,
84282ed0-0e63-44e0-8b39-5156e3c868d0,0,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,still-False,waver-False,walker-False,,,,,,,,,,,,,
84282ed0-0e63-44e0-8b39-5156e3c868d0,1,still,high,still-high,still,high,still-high,walker,low,walker-low,still,high,still-high,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,True,False,False,False,True,False,False,False,False,False,False,,,,,,,still-True,still-False,walker-False,still-False,waver-True,waver-False,waver-False,waver-False,waver-False,walker-False,walker-False,,,,,,
845d87c5-7b8b-4bf3-bfc6-91c74e285243,0,still,high,still-high,still,high,still-high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,still-False,still-True,,,,,,,,,,,,,,,
845d87c5-7b8b-4bf3-bfc6-91c74e285243,1,still,high,still-high,still,high,still-high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,still-True,still-False,,,,,,,,,,,,,,,
84f8db6a-1993-493f-b6cb-609ac3b45107,0,walker,low,walker-low,waver,medium,waver-medium,waver,high,waver-high,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,still,high,still-high,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,False,False,True,,,,,,,walker-False,waver-False,waver-True,walker-False,still-False,waver-False,waver-False,waver-False,still-False,walker-False,still-True,,,,,,
851741c0-56b3-4702-8fd2-c946376840fc,0,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,still,high,still-high,still,high,still-high,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,False,False,,,,,,,waver-False,waver-True,waver-False,waver-False,waver-False,still-False,still-True,still-False,walker-False,walker-False,walker-False,,,,,,
8581c1f8-a4e8-4245-ac73-2bd671237001,0,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
