PLAYER_LOCATION,608,9/7/2023 8:50:52 AM,7f9fbaf9-4b2a-42c6-a5f9-c5bb972ca11d,1.3,"(1.9, 1.8, 1.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",
PLAYER_LOCATION,1264,9/7/2023 8:50:53 AM,7f9fbaf9-4b2a-42c6-a5f9-c5bb972ca11d,1.3,"(1.9, 1.8, 1.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",
PLAYER_LOCATION,2097,9/7/2023 8:50:54 AM,7f9fbaf9-4b2a-42c6-a5f9-c5bb972ca11d,1.3,"(1.9, 1.8, 1.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",
PLAYER_LOCATION,2275,9/7/2023 8:50:54 AM,7f9fbaf9-4b2a-42c6-a5f9-c5bb972ca11d,1.3,"(1.9, 1.8, 1.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",
PLAYER_LOCATION,2776,9/7/2023 8:50:55 AM,7f9fbaf9-4b2a-42c6-a5f9-c5bb972ca11d,1.3,"(1.9, 1.8, 1.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",
PLAYER_LOCATION,3279,9/7/2023 8:50:55 AM,7f9fbaf9-4b2a-42c6-a5f9-c5bb972ca11d,1.3,"(1.9, 1.8, 1.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",
PLAYER_LOCATION,3783,9/7/2023 8:50:56 AM,7f9fbaf9-4b2a-42c6-a5f9-c5bb972ca11d,1.3,"(1.9, 1.8, 1.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",
PLAYER_LOCATION,4287,9/7/2023 8:50:56 AM,7f9fbaf9-4b2a-42c6-a5f9-c5bb972ca11d,1.3,"(1.9, 1.8, 1.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",
PLAYER_LOCATION,4791,9/7/2023 8:50:57 AM,7f9fbaf9-4b2a-42c6-a5f9-c5bb972ca11d,1.3,"(1.9, 1.8, 1.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",
PLAYER_LOCATION,5292,9/7/2023 8:50:57 AM,7f9fbaf9-4b2a-42c6-a5f9-c5bb972ca11d,1.3,"(1.9, 1.8, 1.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",
